away,home,away_ago_win,away_ago_lose,home_ago_win,home_ago_lose,score_away,score_home,result
152,173,31,12,26,14,100,109,1
42,70,20,22,24,18,111,123,1
42,49,0,1,1,0,71,87,1
54,89,10,16,16,9,97,89,0
195,139,12,37,20,28,102,87,0
181,188,1,1,0,2,93,113,1
68,89,13,8,15,5,80,74,0
157,185,3,20,11,12,97,126,1
181,146,2,3,2,2,89,117,1
160,48,4,9,6,7,91,88,0
118,83,1,1,1,1,85,91,1
113,148,13,14,19,9,116,120,1
38,185,0,7,4,3,106,98,0
100,18,33,22,22,33,89,106,1
21,117,27,32,36,22,89,113,1
190,183,12,15,19,11,92,100,1
87,206,41,29,59,11,88,112,1
120,155,46,16,21,42,110,114,1
102,130,40,24,28,35,125,124,0
153,118,0,1,1,0,75,77,1
128,135,44,25,31,39,92,89,0
12,73,3,0,0,3,100,99,0
47,173,34,29,46,18,109,127,1
137,179,27,16,14,28,112,107,0
198,135,6,5,5,8,106,94,0
22,69,17,7,16,9,87,97,1
66,171,7,3,3,7,101,107,1
18,65,13,24,25,11,114,111,0
142,4,16,2,12,7,112,102,0
50,3,1,0,0,1,81,82,1
28,14,32,46,27,51,100,110,1
47,138,4,8,7,4,125,119,0
155,162,14,24,21,16,114,121,1
159,110,37,40,17,61,108,98,0
207,186,2,1,1,2,104,125,1
156,149,20,56,52,26,100,105,1
16,84,23,46,53,14,89,103,1
85,24,16,5,18,3,84,90,1
107,100,9,9,12,5,89,119,1
1,22,48,16,42,23,92,87,0
35,154,6,2,5,5,90,95,1
153,167,41,24,21,44,96,113,1
187,201,1,0,0,1,87,93,1
56,63,15,21,12,22,72,90,1
182,42,21,15,18,17,91,103,1
17,92,14,16,8,20,92,109,1
30,84,0,0,0,0,87,110,1
105,133,50,24,39,36,113,96,0
65,107,23,7,13,17,116,102,0
52,26,32,49,43,37,90,102,1
177,205,0,0,0,0,100,101,1
33,26,5,7,7,5,86,123,1
158,109,20,46,31,35,101,129,1
73,45,3,2,2,3,104,92,0
93,11,6,9,5,7,74,106,1
53,109,14,12,10,16,114,127,1
150,129,6,5,4,9,91,102,1
151,137,2,1,1,2,98,105,1
200,123,23,36,33,25,110,118,1
49,119,49,26,56,20,125,120,0
186,123,6,4,6,5,103,105,1
83,69,6,1,4,2,116,109,0
182,105,25,22,28,18,110,118,1
117,68,37,22,37,24,111,104,0
106,197,14,13,12,14,89,105,1
182,154,4,5,4,5,108,119,1
119,98,26,7,4,28,99,101,1
38,157,17,43,11,49,101,107,1
122,136,8,6,6,6,111,89,0
37,93,15,16,13,22,100,98,0
95,109,17,25,15,23,112,125,1
18,191,3,6,8,1,88,95,1
154,112,20,26,17,25,111,100,0
34,186,20,20,32,12,92,111,1
133,126,26,21,23,23,99,105,1
19,12,0,0,0,0,101,106,1
111,160,21,21,19,21,127,124,0
107,184,26,42,45,22,108,118,1
125,132,12,8,11,7,89,93,1
46,88,9,7,5,11,112,104,0
41,97,5,9,2,13,100,94,0
144,158,13,2,8,8,109,85,0
87,33,37,26,26,38,108,114,1
132,118,14,13,21,6,85,111,1
124,173,18,16,25,8,81,84,1
174,160,23,17,17,21,94,96,1
32,11,16,16,18,13,96,80,0
25,44,1,4,1,3,98,101,1
36,85,0,1,1,0,82,94,1
132,174,10,6,11,8,101,116,1
72,114,42,10,11,40,117,105,0
102,109,38,24,29,34,123,113,0
1,118,42,11,39,12,78,92,1
104,22,15,12,17,9,113,109,0
8,111,3,3,2,4,98,87,0
7,145,13,54,26,43,92,100,1
65,100,32,15,31,16,120,116,0
120,204,0,0,0,0,105,122,1
187,201,12,15,22,3,106,112,1
194,82,14,9,17,8,84,96,1
92,169,10,25,11,22,83,103,1
36,113,3,8,7,6,81,111,1
89,21,8,3,5,5,90,86,0
127,197,24,6,13,15,108,110,1
136,38,18,24,11,32,108,86,0
127,183,3,1,1,3,98,108,1
115,87,4,6,6,3,103,91,0
34,67,21,24,28,18,86,102,1
18,114,0,1,0,1,91,97,1
163,177,11,8,15,5,118,106,0
149,65,33,17,33,17,107,123,1
197,43,14,16,13,19,95,92,0
82,0,0,1,1,0,85,75,0
72,205,1,1,1,1,92,94,1
1,202,28,8,24,10,96,89,0
185,150,22,20,26,14,132,140,1
184,135,43,21,27,36,91,109,1
31,10,5,20,9,15,111,114,1
70,16,31,23,22,36,114,103,0
92,31,16,38,9,43,100,104,1
203,182,17,4,9,10,134,126,0
195,153,13,38,31,20,85,88,1
89,28,42,26,26,40,93,89,0
60,165,7,21,8,21,116,123,1
108,33,6,11,6,11,74,92,1
116,200,28,40,28,41,109,123,1
44,170,20,31,18,34,101,109,1
202,195,10,7,3,13,104,102,0
185,143,0,1,1,0,106,115,1
147,30,16,6,12,9,111,85,0
21,0,11,11,14,8,73,92,1
123,67,38,29,39,28,123,102,0
46,144,40,24,52,11,99,86,0
98,91,26,45,18,54,92,97,1
171,143,6,11,17,0,101,120,1
13,53,14,5,12,9,126,94,0
52,108,26,38,25,38,94,110,1
31,92,2,4,3,5,91,94,1
13,46,41,17,38,22,99,103,1
96,103,17,53,43,29,94,114,1
4,65,43,29,42,29,116,103,0
11,170,19,18,15,21,84,103,1
2,16,42,33,25,52,85,99,1
178,12,34,33,47,19,98,99,1
0,82,1,2,2,1,93,101,1
21,40,12,13,21,4,88,99,1
102,74,0,0,0,0,99,114,1
63,70,32,48,44,36,113,96,0
194,96,19,14,8,23,92,81,0
8,202,21,41,46,16,98,114,1
128,191,0,1,1,0,82,97,1
201,187,2,3,3,2,91,99,1
143,171,6,0,1,5,103,94,0
155,113,24,47,35,35,107,143,1
9,105,9,28,21,16,91,98,1
205,128,17,7,18,6,95,108,1
37,170,17,24,16,25,103,100,0
191,156,12,2,3,11,99,93,0
54,0,37,36,53,19,97,85,0
93,44,10,17,8,14,92,109,1
163,107,29,28,20,36,110,96,0
41,62,14,11,8,19,74,86,1
106,134,19,17,12,26,103,118,1
8,160,4,5,4,5,101,90,0
104,1,26,23,40,10,108,91,0
33,19,7,12,10,9,95,102,1
8,69,17,26,26,20,102,103,1
177,170,26,12,16,21,108,104,0
184,149,1,2,2,1,95,128,1
148,120,8,4,7,3,91,105,1
131,138,2,2,3,1,78,85,1
64,92,41,31,21,52,98,93,0
135,163,34,41,38,38,85,87,1
167,118,19,40,42,16,89,115,1
33,192,20,27,26,20,83,103,1
39,27,8,25,18,18,109,121,1
64,24,2,3,5,0,84,91,1
183,162,37,18,33,21,115,112,0
19,73,17,12,18,12,100,107,1
33,26,12,21,18,13,120,116,0
126,203,28,32,48,14,136,106,0
163,121,18,15,15,17,134,137,1
183,197,54,27,33,48,100,105,1
152,145,30,11,13,25,92,99,1
55,41,3,3,3,3,75,85,1
137,151,2,2,2,2,96,92,0
93,163,6,12,10,7,93,90,0
24,127,16,1,14,3,102,106,1
11,32,45,26,34,35,108,90,0
21,47,27,38,34,30,106,93,0
162,141,17,10,17,13,86,115,1
56,70,23,36,33,26,96,107,1
144,200,0,1,0,1,122,114,0
90,62,24,14,12,25,92,88,0
1,62,38,10,15,31,94,82,0
168,140,25,46,41,31,105,98,0
87,38,24,21,12,33,102,98,0
30,56,3,2,4,2,105,96,0
151,207,4,1,5,1,116,92,0
13,158,45,23,20,49,125,120,0
132,202,0,1,1,0,83,114,1
182,175,33,28,26,33,108,112,1
189,133,44,20,33,32,84,90,1
124,117,42,30,47,24,90,99,1
201,173,27,4,24,6,99,93,0
110,180,12,39,25,28,112,108,0
158,151,15,28,27,14,97,113,1
154,112,36,35,25,44,120,117,0
185,108,4,4,4,4,98,107,1
203,189,3,0,0,3,93,86,0
180,21,1,6,3,3,102,99,0
120,176,52,18,42,29,119,128,1
44,25,12,21,14,23,103,107,1
170,107,2,1,1,1,110,105,0
54,180,26,29,26,30,114,105,0
49,23,23,11,21,14,76,81,1
50,43,25,40,22,42,116,92,0
199,157,11,25,8,31,91,95,1
140,91,15,7,8,13,85,99,1
23,126,26,16,20,21,80,100,1
35,119,16,15,24,6,110,93,0
124,138,15,14,10,18,102,109,1
151,123,7,1,6,2,110,108,0
96,89,15,38,35,21,76,101,1
171,157,25,40,14,53,106,98,0
168,133,3,8,6,6,102,104,1
186,13,2,1,3,0,120,128,1
134,183,22,45,44,22,86,124,1
0,7,58,20,17,61,93,82,0
24,3,51,19,39,31,77,89,1
35,147,40,28,47,22,95,101,1
145,89,19,31,32,20,85,101,1
141,148,0,0,0,0,109,105,0
62,55,3,4,4,2,62,97,1
152,131,13,2,11,5,96,102,1
194,138,30,16,19,25,112,103,0
104,181,33,27,32,28,105,102,0
98,16,15,35,20,33,85,96,1
161,133,23,48,35,36,88,103,1
187,159,8,14,11,10,104,98,0
98,2,4,23,15,12,77,87,1
184,121,52,24,42,34,115,112,0
59,19,7,39,24,21,97,110,1
137,116,9,8,5,11,112,103,0
7,28,17,62,32,47,101,108,1
60,95,18,34,20,34,112,111,0
142,135,29,5,13,25,116,105,0
16,189,5,11,11,2,78,90,1
67,102,36,25,36,23,114,106,0
97,83,16,46,45,17,86,84,0
183,127,3,1,2,1,116,101,0
168,126,6,12,8,11,99,80,0
29,48,4,9,6,8,100,86,0
138,201,30,40,56,13,96,111,1
202,132,40,14,29,28,84,91,1
82,173,1,1,1,1,88,86,0
180,145,31,31,21,40,103,106,1
135,177,0,1,0,1,102,120,1
11,142,0,1,1,0,95,93,0
113,36,36,35,38,33,99,114,1
28,124,10,15,14,14,80,106,1
51,142,13,51,51,13,94,125,1
122,178,1,1,1,1,131,102,0
83,48,2,0,0,2,87,70,0
166,180,5,16,9,14,105,118,1
92,176,10,27,22,16,88,107,1
38,122,3,11,9,6,99,110,1
123,186,41,30,50,22,125,137,1
43,64,23,48,40,31,103,105,1
8,125,4,3,5,2,78,98,1
24,71,2,3,3,2,95,88,0
193,172,21,14,14,18,112,98,0
103,194,1,0,1,0,95,101,1
156,142,17,48,52,13,105,108,1
15,8,17,32,17,30,87,75,0
74,207,37,29,51,14,99,107,1
88,60,24,30,19,34,109,117,1
27,102,29,23,31,21,107,112,1
6,172,25,26,20,31,112,107,0
41,139,22,19,18,21,105,103,0
183,155,36,17,18,35,134,108,0
166,159,12,38,26,25,113,108,0
42,9,20,20,10,32,90,95,1
188,174,30,22,30,24,85,95,1
47,21,41,38,37,43,110,109,0
101,73,3,2,6,1,99,114,1
162,31,26,18,8,36,126,117,0
59,5,1,24,13,8,96,115,1
24,10,26,6,11,22,82,78,0
19,5,40,36,38,37,94,90,0
54,152,13,19,22,10,98,102,1
28,68,26,39,38,28,85,110,1
84,196,56,15,25,47,108,89,0
181,125,31,25,27,30,94,89,0
92,64,12,34,23,21,83,98,1
44,86,10,14,12,15,84,100,1
25,32,31,40,35,36,107,111,1
93,4,0,3,2,1,90,98,1
26,19,0,3,3,0,94,82,0
4,11,0,0,0,0,99,92,0
66,87,1,1,1,1,95,91,0
85,204,0,1,1,0,98,96,0
89,68,2,3,3,2,81,84,1
38,66,18,45,41,20,99,104,1
145,138,13,24,15,23,112,122,1
168,175,19,34,22,29,100,123,1
98,70,0,9,5,4,100,101,1
108,73,28,40,39,29,98,116,1
101,33,1,0,0,1,118,113,0
169,24,13,22,29,7,92,116,1
206,178,66,15,42,39,96,91,0
48,97,10,15,5,20,107,93,0
199,129,6,17,10,15,101,105,1
173,82,0,0,0,0,84,92,1
160,188,30,27,33,23,93,104,1
128,121,51,29,43,37,90,101,1
131,110,34,31,16,50,101,122,1
61,131,1,2,1,2,108,125,1
43,71,4,10,8,5,94,87,0
109,13,24,29,36,16,109,125,1
141,148,2,2,2,2,103,113,1
91,147,12,23,28,8,104,101,0
133,42,4,4,4,3,93,98,1
23,98,48,28,28,47,85,104,1
7,54,7,13,6,14,97,117,1
188,160,10,8,6,12,84,86,1
203,147,4,0,2,2,84,106,1
32,93,23,22,15,33,115,100,0
200,46,14,23,22,14,108,117,1
19,59,12,11,1,22,107,95,0
137,123,41,24,36,29,104,112,1
103,173,47,30,53,24,104,96,0
205,114,7,4,3,7,121,92,0
86,184,14,19,22,10,79,115,1
25,184,15,27,28,13,98,110,1
141,169,31,22,18,35,101,92,0
151,137,2,3,3,2,98,93,0
198,205,16,15,19,14,93,95,1
115,185,12,27,20,19,104,107,1
70,84,34,28,47,14,81,98,1
197,50,7,8,3,12,103,99,0
165,144,6,13,16,3,109,138,1
12,143,19,7,27,1,83,89,1
46,39,8,6,4,9,111,92,0
56,30,17,24,21,18,102,110,1
68,89,0,0,0,0,103,93,0
65,58,27,15,8,34,91,86,0
65,44,3,1,1,2,110,107,0
65,156,13,3,3,13,122,129,1
35,49,24,16,25,13,88,85,0
130,165,2,2,0,4,115,118,1
106,113,7,6,8,8,117,110,0
180,103,24,28,30,21,108,103,0
197,106,11,10,13,9,93,102,1
37,65,19,28,33,16,109,93,0
14,82,6,12,10,8,72,97,1
73,101,48,33,40,41,98,109,1
46,74,24,15,22,16,103,101,0
72,170,52,14,22,43,110,103,0
48,174,18,19,22,17,85,95,1
160,104,12,16,16,12,92,109,1
201,21,29,6,14,18,90,87,0
207,130,61,19,40,40,98,99,1
178,19,37,38,40,35,98,89,0
7,82,7,17,18,8,95,101,1
101,87,25,28,30,24,94,114,1
61,40,6,9,11,4,101,110,1
185,171,12,13,9,15,97,107,1
16,56,0,8,4,3,94,76,0
138,40,27,33,44,15,103,107,1
20,88,21,25,17,30,103,116,1
48,83,0,1,1,0,94,104,1
113,162,27,29,33,22,110,101,0
171,157,17,23,9,34,112,93,0
19,108,23,20,16,27,101,104,1
67,34,37,25,27,33,94,101,1
43,162,19,35,31,21,94,100,1
58,100,18,57,41,33,93,106,1
113,169,28,29,20,38,108,97,0
58,191,8,35,30,12,83,101,1
66,143,7,4,11,0,110,115,1
26,33,44,37,33,48,97,92,0
204,106,55,16,32,40,133,102,0
147,203,49,23,54,17,102,104,1
30,168,31,29,22,42,115,113,0
140,161,43,32,23,52,111,107,0
41,90,7,9,12,5,91,83,0
89,187,31,17,24,24,97,100,1
82,54,2,0,0,2,100,94,0
66,192,50,24,41,34,99,95,0
138,124,9,16,13,14,95,96,1
96,61,16,50,18,49,107,116,1
50,176,10,22,19,14,92,80,0
146,188,3,3,3,3,82,72,0
38,52,5,13,9,10,91,108,1
117,159,31,17,23,24,111,107,0
135,149,10,20,20,11,97,101,1
187,117,0,0,0,0,114,101,0
6,60,38,40,28,50,102,90,0
35,30,14,13,14,12,93,108,1
3,24,1,2,4,0,80,97,1
149,177,42,23,41,25,99,129,1
45,59,23,21,6,38,112,92,0
8,29,17,34,25,28,98,107,1
185,129,27,27,26,27,103,116,1
106,113,24,26,24,28,90,117,1
152,96,17,7,6,16,103,89,0
49,126,38,24,29,34,90,105,1
160,22,23,24,27,18,113,111,0
207,172,8,3,4,7,110,105,0
99,162,20,21,24,17,101,95,0
19,38,25,23,12,36,105,100,0
185,45,32,32,39,26,102,98,0
114,170,16,60,26,50,111,116,1
151,158,22,9,11,22,102,111,1
106,204,32,39,54,16,103,108,1
55,29,22,16,14,23,93,97,1
180,82,38,34,50,22,119,125,1
157,52,1,4,2,4,95,99,1
61,194,13,27,25,16,81,85,1
122,115,34,13,14,32,126,123,0
60,46,9,24,21,14,106,110,1
164,94,15,46,27,33,102,84,0
176,31,3,3,2,2,91,83,0
91,30,14,32,24,21,98,107,1
114,142,16,63,64,15,101,110,1
97,29,0,2,1,1,81,102,1
131,138,28,19,19,27,81,96,1
150,66,28,15,28,15,94,112,1
130,102,18,24,20,19,101,120,1
73,108,26,19,17,27,119,105,0
28,187,20,31,28,26,86,89,1
9,126,9,31,20,18,93,88,0
37,44,0,0,0,0,105,121,1
153,160,18,12,12,19,90,102,1
84,23,1,1,1,1,114,96,0
27,13,0,1,1,0,111,117,1
9,182,22,46,37,31,78,116,1
49,23,1,1,1,1,71,82,1
126,119,33,36,51,19,83,103,1
199,5,6,16,12,8,94,98,1
206,129,5,2,4,4,113,101,0
118,111,1,0,0,0,104,100,0
12,66,41,15,38,18,97,99,1
65,135,14,4,5,13,123,104,0
112,56,7,8,10,7,105,88,0
98,196,2,15,5,14,77,70,0
120,64,50,18,38,29,119,118,0
37,156,21,31,13,40,114,105,0
157,171,0,1,0,1,114,132,1
102,74,2,0,0,2,98,116,1
33,199,19,26,15,27,99,116,1
70,35,22,16,23,16,89,94,1
99,64,4,7,5,7,88,96,1
188,111,35,25,25,37,91,84,0
125,41,19,20,20,18,86,104,1
131,187,36,34,38,32,85,103,1
134,141,24,52,47,29,102,130,1
72,37,2,0,0,2,83,91,1
63,133,4,15,10,10,99,131,1
166,40,8,27,28,9,95,119,1
130,88,31,37,34,35,115,104,0
130,179,22,30,20,31,114,113,0
202,174,29,13,25,20,99,106,1
23,70,2,1,1,2,91,102,1
99,50,39,36,33,43,90,89,0
45,171,10,8,7,12,114,97,0
52,206,18,19,31,6,99,100,1
23,154,6,8,7,7,79,77,0
61,124,1,4,4,2,84,97,1
68,145,21,14,10,23,107,98,0
131,14,32,27,21,39,116,120,1
114,65,14,52,40,27,100,105,1
203,161,44,13,18,38,97,87,0
54,96,0,3,0,2,115,116,1
34,46,42,39,52,29,94,112,1
61,180,11,20,15,16,105,114,1
14,117,23,42,40,23,94,104,1
83,48,41,17,31,28,93,85,0
154,49,9,13,16,5,107,116,1
127,3,46,27,40,31,91,74,0
35,84,1,1,3,1,73,103,1
167,146,19,36,33,22,94,109,1
112,196,16,16,10,25,92,104,1
44,32,39,42,41,40,105,100,0
127,57,19,4,7,17,139,105,0
3,176,31,26,36,23,100,91,0
100,44,13,5,6,11,93,101,1
105,112,11,11,9,9,105,108,1
197,113,19,25,22,22,77,88,1
3,99,0,2,2,0,100,97,0
156,205,6,16,16,6,112,110,0
92,99,17,41,28,28,106,115,1
84,133,24,11,20,19,97,104,1
123,165,45,33,22,57,99,120,1
48,69,33,30,38,25,113,112,0
67,95,18,8,12,16,109,79,0
27,179,11,11,4,17,103,111,1
14,124,2,5,5,3,78,100,1
67,53,35,24,24,35,92,91,0
36,57,9,16,7,19,120,121,1
88,34,11,29,19,18,108,116,1
23,91,38,23,17,45,115,86,0
118,181,6,2,2,5,98,95,0
174,118,0,0,0,0,98,99,1
162,176,47,32,48,32,98,101,1
196,133,15,30,24,21,99,104,1
189,16,33,18,21,33,105,91,0
115,19,12,20,17,15,90,115,1
200,53,14,24,17,20,110,96,0
159,138,8,9,8,10,107,101,0
151,102,20,7,11,14,110,117,1
175,154,36,37,38,36,81,101,1
129,199,11,19,8,19,89,115,1
56,189,13,15,18,7,99,89,0
148,113,52,22,36,36,114,104,0
109,67,1,1,1,1,102,105,1
206,171,4,2,1,6,106,88,0
0,96,40,17,15,43,105,77,0
175,168,13,23,13,22,117,112,0
127,106,0,1,0,1,113,98,0
63,98,21,32,15,36,96,88,0
184,44,32,14,16,28,93,87,0
136,87,4,3,5,3,91,92,1
70,56,15,8,12,14,80,99,1
100,37,27,13,17,23,99,90,0
67,46,30,19,30,18,104,109,1
161,84,1,2,2,1,99,124,1
148,99,15,9,9,12,113,97,0
13,20,42,20,31,33,101,106,1
45,52,19,18,19,20,114,120,1
137,60,4,3,0,5,109,84,0
11,163,19,19,22,18,100,107,1
118,146,16,3,11,6,100,112,1
177,184,1,3,3,1,94,103,1
83,111,3,0,0,2,103,101,0
142,170,37,8,17,29,121,96,0
61,0,11,22,22,10,91,111,1
70,23,0,0,0,0,90,107,1
82,145,30,9,12,24,105,111,1
19,192,21,17,21,19,101,103,1
50,92,21,33,16,40,121,129,1
1,55,1,2,2,1,82,89,1
157,192,5,25,16,16,96,112,1
33,136,20,31,23,25,81,84,1
196,98,22,43,21,42,87,96,1
174,83,29,22,35,13,85,106,1
59,136,2,30,12,16,91,95,1
69,202,13,5,11,7,83,105,1
116,200,4,9,5,10,96,117,1
198,44,18,18,12,23,100,108,1
190,197,37,26,26,37,90,88,0
204,141,52,16,44,26,99,90,0
133,70,19,18,20,14,95,103,1
117,61,13,6,7,11,99,111,1
166,7,1,1,1,1,107,104,0
186,46,34,14,26,18,109,120,1
173,166,15,4,4,13,105,103,0
170,4,18,32,32,20,86,104,1
42,105,28,24,33,21,90,97,1
196,56,11,26,16,22,111,99,0
121,156,32,27,16,41,108,101,0
182,23,21,19,24,16,95,105,1
136,164,38,38,20,56,101,86,0
112,133,14,13,15,17,84,106,1
1,167,1,1,1,1,108,98,0
53,193,30,49,42,37,88,101,1
104,111,26,22,23,26,100,117,1
202,146,2,0,0,2,96,86,0
195,146,12,36,27,21,85,97,1
100,72,2,2,2,2,81,82,1
144,165,64,14,22,56,120,111,0
15,55,4,16,13,6,74,95,1
182,91,31,28,16,42,118,110,0
175,70,31,35,37,29,127,113,0
168,42,17,29,21,23,81,99,1
197,64,22,28,26,24,101,108,1
70,56,42,36,31,46,124,101,0
144,46,9,2,6,5,104,88,0
163,170,29,23,17,32,83,85,1
126,147,33,47,54,26,77,93,1
66,73,52,25,46,32,87,95,1
82,96,20,8,6,18,95,94,0
30,16,23,19,17,27,117,90,0
155,31,24,46,13,58,105,108,1
9,42,22,52,39,36,97,91,0
98,112,19,39,20,37,82,87,1
108,129,12,20,13,20,103,110,1
43,85,2,4,4,2,111,110,0
176,71,10,6,8,8,87,88,1
17,197,10,12,9,10,106,111,1
63,105,4,13,8,9,110,113,1
66,73,11,7,12,8,96,86,0
61,28,14,37,19,30,74,92,1
159,61,28,27,16,42,110,92,0
149,163,55,26,39,42,112,101,0
203,126,18,5,9,12,90,98,1
140,30,26,16,22,19,102,109,1
73,206,11,7,13,3,88,108,1
174,118,0,1,1,0,99,102,1
134,85,6,20,17,6,94,117,1
171,94,4,9,6,6,97,91,0
83,118,0,1,1,0,100,96,0
99,92,40,38,23,55,96,86,0
68,96,32,18,13,36,99,92,0
71,43,26,30,19,39,104,115,1
13,67,13,5,14,6,116,112,0
163,18,6,5,3,8,88,86,0
176,106,36,25,25,34,110,115,1
88,165,10,25,10,25,90,99,1
67,102,2,1,0,2,113,103,0
86,100,27,33,34,27,97,99,1
67,46,15,7,13,9,101,94,0
12,19,3,0,0,3,100,98,0
101,45,6,6,8,7,78,111,1
9,2,18,38,32,24,101,98,0
151,207,48,31,61,18,98,87,0
149,205,1,2,2,1,114,105,0
179,46,2,7,5,5,83,90,1
199,52,1,8,4,6,87,95,1
40,89,23,4,17,12,78,86,1
127,176,30,9,24,17,127,111,0
70,35,36,29,38,27,105,93,0
73,101,41,30,35,35,122,101,0
29,97,24,28,12,40,112,98,0
1,8,13,3,6,7,114,75,0
59,45,0,0,0,0,95,112,1
46,74,50,28,39,38,116,123,1
152,131,54,20,36,39,96,85,0
147,49,35,17,32,16,102,88,0
34,102,14,14,13,16,102,107,1
91,105,12,22,20,16,105,108,1
33,129,20,30,23,26,95,107,1
158,179,16,31,14,29,73,122,1
70,133,32,23,31,26,102,91,0
172,88,2,2,1,2,96,108,1
139,146,16,21,23,15,97,93,0
201,124,40,7,25,22,86,99,1
206,73,19,5,14,10,103,78,0
191,114,41,16,13,44,101,97,0
30,9,22,18,11,32,108,113,1
131,96,27,13,11,27,101,108,1
59,101,7,42,21,26,94,106,1
9,91,3,8,4,7,104,108,1
28,194,0,0,0,0,91,95,1
139,188,11,16,17,14,103,104,1
118,153,46,17,40,24,106,114,1
101,199,9,11,5,16,105,107,1
66,122,4,0,3,1,103,98,0
117,173,1,3,3,1,96,100,1
63,56,14,25,16,23,101,108,1
87,94,46,32,33,45,109,112,1
172,109,14,19,14,20,120,113,0
164,143,11,15,24,1,103,128,1
176,64,25,18,20,20,85,93,1
51,32,5,35,20,19,79,95,1
171,178,14,20,19,15,116,117,1
62,160,4,13,6,10,99,96,0
11,44,2,0,0,2,103,95,0
184,18,33,14,17,30,101,114,1
185,206,25,22,38,7,99,130,1
84,112,43,14,20,36,97,81,0
0,61,15,8,9,16,110,93,0
20,39,3,1,1,3,101,109,1
57,99,13,27,19,20,99,107,1
140,119,30,18,36,12,98,119,1
91,168,7,11,5,12,82,91,1
176,120,39,27,48,17,109,86,0
62,69,21,39,35,24,102,86,0
95,172,24,43,25,41,115,120,1
128,72,32,14,38,8,99,105,1
41,174,15,15,20,12,73,89,1
102,20,23,19,20,24,112,113,1
195,48,6,23,15,15,89,85,0
27,102,15,17,14,16,105,111,1
88,193,4,10,10,5,90,81,0
116,151,14,28,29,14,104,101,0
193,207,2,2,2,2,103,116,1
45,19,14,11,14,12,116,119,1
194,201,13,6,16,3,84,109,1
13,20,23,6,14,18,90,106,1
25,58,15,23,6,29,92,93,1
105,56,0,0,0,0,75,84,1
203,196,0,0,0,0,99,95,0
12,108,20,9,12,19,93,87,0
104,181,19,17,21,15,117,105,0
100,156,30,15,12,33,98,92,0
68,0,2,2,2,2,83,95,1
23,70,17,12,18,9,100,109,1
10,113,3,5,5,3,95,124,1
131,28,18,9,10,14,95,86,0
192,52,29,20,23,29,91,85,0
17,36,27,48,40,34,104,116,1
124,166,33,27,15,43,107,102,0
11,25,31,20,18,32,99,103,1
18,93,27,44,22,51,111,97,0
171,19,26,41,34,34,108,115,1
15,104,16,29,25,21,115,116,1
140,196,38,30,22,45,93,72,0
27,88,30,28,26,32,95,113,1
144,13,2,0,0,2,118,113,0
68,96,44,35,21,58,83,115,1
173,166,36,15,12,36,102,100,0
92,57,6,11,6,12,125,126,1
147,161,20,6,11,16,103,77,0
71,141,26,33,38,24,97,111,1
111,29,0,1,0,1,95,98,1
18,86,28,44,33,39,102,109,1
3,85,0,0,0,0,95,107,1
117,0,14,7,10,8,90,99,1
153,132,7,4,6,3,90,87,0
190,113,24,20,23,22,94,90,0
204,120,2,0,0,2,97,106,1
197,183,32,47,52,27,104,111,1
3,162,23,24,29,18,101,92,0
66,157,7,6,2,9,102,91,0
184,205,53,24,52,26,98,110,1
203,154,6,1,3,4,84,82,0
40,187,7,2,4,5,116,110,0
178,101,11,9,8,9,116,104,0
86,37,5,5,4,5,95,83,0
13,6,13,4,10,7,105,111,1
116,172,0,1,1,1,103,106,1
84,91,55,14,18,52,108,94,0
118,188,8,2,3,5,100,95,0
147,105,44,19,40,22,92,107,1
112,9,18,30,16,35,100,92,0
173,103,2,1,2,1,102,101,0
55,125,0,0,0,0,103,107,1
25,72,1,1,0,1,92,102,1
205,58,12,4,0,16,109,103,0
177,86,30,17,20,25,93,72,0
145,103,1,4,2,2,104,111,1
24,50,9,1,3,7,103,96,0
3,141,24,24,29,20,87,102,1
183,176,30,17,26,20,117,115,0
164,115,13,28,12,29,87,117,1
39,67,7,19,19,8,104,116,1
83,41,37,13,29,22,72,91,1
177,163,44,26,37,33,92,98,1
176,3,16,13,11,16,105,83,0
36,134,24,27,19,33,105,99,0
188,202,0,0,0,0,82,95,1
203,35,39,12,29,21,111,86,0
152,40,36,16,38,13,92,86,0
72,86,46,12,25,32,93,91,0
177,142,40,23,47,12,89,104,1
35,2,1,1,1,1,76,79,1
150,206,16,10,22,5,107,115,1
140,203,2,2,2,2,91,109,1
205,135,15,5,5,16,96,100,1
170,163,4,1,3,2,114,112,0
123,27,30,22,28,22,90,93,1
22,29,27,19,22,25,125,104,0
82,7,11,8,7,10,118,90,0
135,149,1,2,2,1,101,107,1
152,103,8,0,4,4,112,118,1
110,96,15,48,15,45,96,103,1
147,98,34,15,11,35,90,98,1
68,159,34,22,27,27,97,105,1
172,207,27,42,52,16,102,118,1
15,132,15,26,19,21,90,105,1
122,178,32,12,25,19,109,106,0
148,155,42,20,21,40,142,94,0
115,136,14,33,20,25,90,103,1
149,142,3,1,3,0,104,121,1
5,206,32,30,54,10,101,109,1
206,192,2,0,0,2,96,87,0
145,96,25,41,16,47,122,101,0
53,102,5,6,2,8,112,119,1
182,175,21,18,16,23,100,105,1
72,44,30,8,13,23,105,91,0
144,130,40,7,21,27,113,111,0
155,92,16,27,11,32,105,114,1
143,185,1,0,0,1,112,92,0
