队名,队员号,出场次数,首发次数,上场时间,投篮命中率,投篮命中次数,投篮出手次数,三分命中率,三分命中次数,三分出手次数,罚球命中率,罚球命中次数,罚球出手次数,篮板总数,前场篮板,后场篮板,助攻,抢断,盖帽,失误,犯规,得分
161,3,79,50,27.5,46.80%,4,8.5,39.10%,1.3,3.4,79.60%,1.6,2.1,3.1,1,2.1,2.6,0.9,0.1,1.3,1.6,10.9
161,4,59,22,23.8,42.00%,4.1,9.7,27.70%,0.7,2.4,78.40%,1.7,2.1,2.5,0.7,1.8,1.8,1,0.3,1.3,1.6,10.5
161,5,75,20,20.7,40.50%,4.1,10.2,31.30%,0.6,1.9,74.60%,1.3,1.7,3.8,0.7,3.1,1.5,0.4,0.5,1.9,1.4,10.1
161,6,55,4,18.7,48.20%,3.3,6.7,,0,0,83.50%,1.7,2.1,5.3,1.5,3.8,0.8,0.3,1.4,1.3,2.3,8.3
161,7,82,32,22.5,40.70%,3.2,8,33.60%,0.5,1.6,73.20%,1.1,1.5,4.8,1.6,3.2,1.3,0.9,0.8,1.3,2.5,8.2
161,8,50,21,19,40.70%,3.2,7.9,32.30%,1,3.1,77.10%,0.5,0.7,2.5,0.4,2,0.7,0.4,0.4,1,1.1,8
161,9,79,45,24.2,47.30%,2.7,5.6,31.40%,0.3,0.9,74.40%,0.8,1.1,4.4,1.7,2.8,1.4,0.8,0.2,0.8,1.8,6.4
161,10,46,2,17.3,38.10%,2,5.4,38.10%,0.9,2.5,77.20%,1,1.2,1.5,0.3,1.2,2.5,0.6,0.2,1.2,1.8,6
161,11,23,6,16.1,40.50%,2.2,5.5,30.80%,0.5,1.7,40.50%,0.7,1.8,2.5,0.7,1.8,0.7,0.8,0.2,1,1.7,5.7
161,12,17,0,13.7,45.90%,1.6,3.6,,0,0,52.00%,0.8,1.5,5.1,1.9,3.2,0.5,0.3,1.2,1.6,2.6,4.1
161,13,48,3,14.6,37.10%,1.2,3.1,31.50%,0.5,1.5,57.10%,0.2,0.3,0.9,0.1,0.8,3,0.5,0.1,1.2,1,3
161,14,19,0,7.7,32.70%,0.8,2.6,20.00%,0.2,0.8,50.00%,0.3,0.5,0.8,0.3,0.5,1.6,0.5,0,0.8,0.3,2.1
161,15,16,0,3.7,34.60%,0.6,1.6,20.00%,0.1,0.3,,0,0,0.6,0.1,0.6,0.2,0,0,0,0.3,1.2
162,0,76,75,35.1,50.50%,7.3,14.4,40.80%,1.6,3.9,76.00%,4.2,5.5,3.2,0.9,2.3,5.9,1.4,0.3,2.8,2.7,20.3
162,1,43,40,32.9,47.70%,6.2,12.9,35.70%,1.2,3.3,77.20%,4.3,5.5,4.7,0.6,4.1,5.5,1.6,0.3,3.3,2.3,17.7
162,2,82,48,28.4,44.50%,5.5,12.3,40.00%,2.5,6.2,84.80%,2.4,2.8,3.4,0.6,2.8,1.5,0.9,0.5,1.8,2.7,15.8
162,3,81,0,26.6,48.60%,5.1,10.4,31.50%,0.4,1.3,79.20%,3.2,4,6,1.7,4.3,1.8,0.8,0.6,1.8,2.9,13.8
162,4,82,82,28.2,43.20%,4.1,9.5,37.00%,2,5.3,82.10%,1,1.2,5.1,0.9,4.2,1.2,0.7,0.8,1.1,3,11.1
162,5,82,1,22,44.20%,3.5,7.9,38.10%,1.2,3.2,76.10%,1.5,1.9,3.9,1,2.9,1.1,0.9,0.2,1.2,1.9,9.7
162,6,81,81,30.7,43.10%,3.3,7.6,38.70%,0.9,2.4,77.60%,1.9,2.5,6.5,2,4.5,1.7,1.4,0.3,1.3,2.5,9.4
162,7,80,79,24.5,51.70%,3.6,6.9,,0,0,56.10%,0.9,1.7,7.8,2.5,5.4,0.5,0.6,1.1,1.4,2.3,8.1
162,8,20,0,18.4,42.70%,2.8,6.6,28.00%,0.4,1.3,79.50%,1.6,2,1.9,0.3,1.6,1.6,0.4,0.2,1,1.5,7.5
162,9,52,0,10.3,45.50%,1.5,3.2,13.90%,0.1,0.7,67.30%,0.7,1.1,1.7,0.5,1.2,0.4,0.4,0.2,0.8,0.9,3.7
162,10,70,1,14.4,42.30%,1.7,4,4.30%,0,0.3,56.40%,0.3,0.6,1.8,0.4,1.4,2.6,0.7,0.2,0.9,0.9,3.7
162,11,31,0,6.4,35.50%,0.7,2,29.00%,0.3,1,75.00%,0.6,0.8,1.2,0.4,0.8,0.3,0.1,0.1,0.2,0.6,2.3
162,12,42,3,8.6,42.30%,0.8,1.9,,0,0,64.50%,0.5,0.7,2.4,0.9,1.4,0.1,0.1,0.4,0.6,1.6,2
162,13,14,0,6.9,50.00%,0.5,1,,0,0,54.50%,0.4,0.8,1.8,0.5,1.3,0.1,0.2,0.1,0.4,1.1,1.4
162,14,20,0,3,53.30%,0.4,0.8,,0,0,50.00%,0.2,0.4,0.9,0.5,0.4,0.1,0,0.1,0.3,0.4,1
163,0,81,81,34.6,44.70%,5.8,12.9,32.40%,1.1,3.4,80.00%,4.4,5.4,5.2,0.9,4.3,6.1,1.6,0.6,3.4,2.3,17
163,1,52,51,33.4,50.10%,6.5,13.1,35.50%,1.3,3.6,74.60%,1.9,2.5,3.6,1,2.6,4.1,1,0.2,2.2,2.3,16.2
163,2,82,82,31.5,46.50%,6.2,13.4,31.80%,0.7,2.2,76.30%,2.2,2.8,6.2,1.3,4.8,2.3,1.2,0.5,2.1,3,15.3
163,3,46,1,25.7,42.60%,4.7,11.1,39.10%,1.8,4.5,87.20%,4,4.6,2.4,0.6,1.8,3.7,1,0.1,1.9,2.3,15.2
163,4,12,9,29,35.70%,4.3,11.9,31.30%,1.8,5.6,82.80%,2,2.4,1.9,0.2,1.8,4.1,0.5,0.1,1.9,1.8,12.3
163,5,74,4,19.6,41.60%,4.4,10.5,35.40%,1.9,5.2,82.50%,1.3,1.6,2.5,0.4,2.1,1.2,0.6,0.2,1.4,2,11.9
163,6,81,35,25.3,43.40%,4.1,9.4,35.80%,1.4,3.9,62.80%,0.9,1.4,4.8,0.9,3.9,1.6,0.8,0.2,0.9,2.3,10.4
163,7,78,63,30.5,43.80%,3.3,7.6,34.50%,1.1,3.2,72.70%,1.3,1.8,6.4,1.5,5,1.6,1.4,0.3,1.2,2.3,9.1
163,8,40,7,21.4,58.00%,3,5.2,0.00%,0,0.1,66.70%,1,1.5,4.9,1.8,3.1,0.6,0.8,1.2,0.4,1.4,7
163,9,69,44,22,50.70%,2.6,5.1,33.30%,0,0,70.20%,1.1,1.5,6.6,2.1,4.5,0.5,0.5,1.5,1.1,3.1,6.3
163,10,40,1,15.4,52.80%,2.8,5.4,23.80%,0.1,0.5,73.70%,0.4,0.5,2.1,1,1.1,0.6,0.5,0.2,0.7,1.3,6.1
163,11,41,2,13,39.30%,1.9,4.9,29.30%,0.3,1,73.50%,1.5,2,1.8,0.7,1.1,1.1,0.4,0.2,1.2,1.3,5.6
163,12,54,28,18.6,54.90%,2,3.6,,0,0,50.00%,0.4,0.7,5.1,1.8,3.3,0.5,0.6,1,0.8,1.8,4.3
163,13,9,0,9,32.50%,1.4,4.4,10.50%,0.2,2.1,80.00%,0.4,0.6,1.4,0.4,1,0.2,0.7,0,0.6,0.3,3.6
163,14,24,0,11.5,35.10%,1.1,3.1,38.70%,1,2.6,66.70%,0.2,0.3,1.8,0.3,1.6,0.4,0.2,0,0.5,0.8,3.3
163,15,8,0,7.3,42.90%,1.1,2.6,33.30%,0.3,0.8,100.00%,0.3,0.3,0.9,0.1,0.8,1.8,0,0.3,1,0.4,2.8
163,16,17,1,8.4,30.80%,0.7,2.3,50.00%,0.1,0.2,50.00%,0.4,0.7,1.6,0.8,0.8,0.3,0.2,0.1,0.3,1.5,1.9
163,17,6,0,6,27.30%,0.5,1.8,50.00%,0.2,0.3,100.00%,0.3,0.3,0.5,0,0.5,0.3,0.5,0.2,0.8,0.8,1.5
163,18,5,0,8.8,21.40%,0.6,2.8,0.00%,0,1.4,,0,0,0.6,0,0.6,1.2,0,0,0.2,1,1.2
163,19,16,1,6.4,24.00%,0.4,1.6,0.00%,0,0.3,50.00%,0.3,0.6,1.6,0.8,0.9,0.2,0.3,0.1,0.1,0.8,1.1
163,20,6,0,2.3,25.00%,0.3,1.3,0.00%,0,0.8,66.70%,0.3,0.5,0.5,0.3,0.2,0.2,0,0,0,0.2,1
163,21,11,0,7,6.30%,0.1,1.5,0.00%,0,0.6,50.00%,0.2,0.4,0.9,0.1,0.8,0.2,0.1,0.2,0.2,0.2,0.4
163,22,2,0,4,0.00%,0,1.5,0.00%,0,0.5,,0,0,1,0,1,0.5,0,0,0,1,0
164,0,31,31,34.1,45.30%,7.2,15.9,37.20%,1.5,4.2,80.20%,4.5,5.5,4,0.6,3.5,6.1,2,0.6,3.5,2.4,20.4
164,1,52,50,36,41.50%,7.1,17.2,34.20%,2.3,6.8,85.20%,3,3.5,3.9,0.7,3.2,5.1,1.2,0.4,3.4,2.4,19.6
164,2,76,51,27.8,42.30%,4.8,11.4,34.30%,1.3,3.8,84.00%,2.8,3.4,2.5,0.4,2.1,2.6,0.6,0.3,2.1,3,13.8
164,3,79,1,21.3,42.70%,4.2,9.8,39.30%,2.3,5.8,77.40%,1.5,2,3.8,0.7,3.1,1.1,0.4,0.3,1.1,2,12.2
164,4,37,24,24.8,39.70%,4.6,11.6,28.90%,0.6,2.1,71.70%,1.8,2.5,5.2,1.2,4.1,2.4,0.9,0.5,2.4,2.8,11.6
164,5,47,4,22.7,50.10%,4.7,9.4,40.00%,0.6,1.5,70.30%,1,1.4,3.1,1.2,1.9,0.9,0.8,0.3,0.7,2,11
164,6,78,46,23.3,42.30%,3.4,8,14.30%,0,0.1,72.80%,2.2,3.1,7.6,2.3,5.3,1.2,0.5,0.8,1.9,2.9,9
164,7,57,13,19.5,41.70%,3.1,7.4,23.20%,0.4,1.7,67.40%,2.3,3.4,2.5,0.5,2,2.1,0.5,0.2,1.8,1.5,8.9
164,8,67,27,18.8,48.10%,3.3,7,38.20%,0.6,1.6,76.20%,1.1,1.5,5.6,1.1,4.4,1.1,0.6,0.4,1.1,1.9,8.5
164,9,2,0,23.5,29.40%,2.5,8.5,20.00%,0.5,2.5,83.30%,2.5,3,4.5,1.5,3,0,1,1.5,0.5,2.5,8
164,10,82,80,31,41.10%,2.9,7.1,33.00%,0.8,2.5,74.60%,1.3,1.7,6.2,2,4.2,2.2,1.3,0.2,1.4,2.5,8
164,11,4,3,18.5,27.80%,2.5,9,30.00%,0.8,2.5,75.00%,1.5,2,8,2.8,5.3,1.8,0.8,0.5,1,2,7.3
164,12,66,60,24.5,58.30%,2.8,4.8,0.00%,0,0,62.00%,1.6,2.6,8.7,2.7,6.1,1,0.5,0.7,1.4,2.2,7.2
164,13,62,18,19.5,38.40%,1.9,4.9,34.70%,1.1,3.2,75.60%,0.5,0.7,1.6,0.4,1.2,2.4,1.2,0.2,1.1,2.6,5.3
164,14,7,0,11.9,42.30%,1.6,3.7,27.30%,0.4,1.6,80.00%,1.7,2.1,1.1,0.3,0.9,1.4,0.4,0,0.9,1,5.3
164,15,22,2,13,46.70%,1.9,4.1,40.60%,0.6,1.5,80.00%,0.5,0.7,1.6,0.2,1.4,1.2,0.2,0,0.7,0.5,5
164,16,17,0,11.8,51.10%,1.4,2.6,23.50%,0.2,1,62.50%,0.3,0.5,1.7,0.7,1,0.9,0.2,0.1,0.8,0.9,3.2
164,17,10,0,6.7,41.70%,1,2.4,,0,0,64.30%,0.9,1.4,3.8,1.4,2.4,0.5,0.4,0.5,0.6,1.5,2.9
164,18,8,0,6.3,40.90%,1.1,2.8,0.00%,0,0.1,66.70%,0.5,0.8,2,0.8,1.3,0,0,0.1,0,1,2.8
164,19,8,0,7.5,32.00%,1,3.1,12.50%,0.1,1,75.00%,0.4,0.5,0.9,0,0.9,1.4,0.4,0.1,1.1,0.5,2.5
164,20,36,0,11.8,39.30%,1,2.5,40.60%,0.4,0.9,53.80%,0.2,0.4,1.1,0.2,1,1.3,0.3,0,1,1.1,2.5
164,21,9,0,12.7,39.10%,1,2.6,0.00%,0,0.6,57.10%,0.4,0.8,0.9,0.3,0.6,3.2,0.8,0.3,1.6,1.6,2.4
164,22,3,0,11,25.00%,0.7,2.7,0.00%,0,1,,0,0,0,0,0,1,1,0,1.7,0.7,1.3
165,0,78,78,35,42.30%,7.8,18.3,36.30%,1.9,5.2,83.20%,4.7,5.7,3.2,0.6,2.6,3.4,0.9,0.3,3.1,3.1,22.1
165,1,66,66,33,43.40%,6.8,15.7,33.50%,1.6,4.7,84.70%,5.9,6.9,4.8,0.8,4.1,6.3,1.4,0.5,3.4,2.5,21.1
165,2,66,59,31,49.50%,6.1,12.3,26.50%,0.4,1.5,77.30%,1.8,2.3,5.1,1.9,3.2,1.1,1.2,0.6,0.9,2.7,14.4
165,3,54,5,21.1,39.80%,3.9,9.7,32.40%,0.8,2.6,85.70%,2.4,2.9,2.2,0.5,1.7,2.4,0.5,0.1,1.6,1.6,11
165,4,82,75,21.2,44.90%,3.5,7.7,32.10%,0.9,2.7,62.40%,1.4,2.2,4.2,1.2,3.1,0.7,0.8,0.9,1.3,3.2,9.2
165,5,47,46,27.7,67.10%,3.3,4.9,,0,0,73.40%,1.9,2.6,11.5,3.3,8.2,0.6,0.7,0.5,1.4,2.7,8.4
165,6,77,34,20.2,49.70%,3,6,25.00%,0,0.2,72.10%,1.9,2.7,6.6,2,4.6,0.6,0.5,1.3,1.3,3.1,8
165,7,47,0,15,51.70%,2.9,5.7,0.00%,0,0,62.50%,1.5,2.4,6.2,2,4.2,0.5,0.6,0.7,0.8,2.7,7.4
165,8,61,15,18.4,42.10%,3,7.2,26.60%,0.3,1.3,77.50%,0.9,1.2,1.6,0.3,1.2,3.7,0.8,0.1,1.3,1.2,7.3
165,9,57,17,28.5,41.50%,2.6,6.2,33.80%,0.8,2.4,79.20%,1.1,1.4,6,1.6,4.4,1.3,1.5,0.2,0.9,2.5,7
165,10,64,7,21.3,45.40%,2.5,5.4,37.90%,1.2,3.2,66.20%,0.7,1,3.5,0.5,3,1.9,0.7,0.3,1.1,2.4,6.8
165,11,67,0,14.3,43.90%,2.6,5.9,35.70%,0.5,1.5,88.90%,0.6,0.7,1.6,0.2,1.3,1.2,0.5,0.1,0.7,1.2,6.3
165,12,32,8,17,56.20%,2.1,3.8,27.30%,0.1,0.3,70.70%,0.9,1.3,2.5,1.2,1.3,0.4,0.4,0.4,0.4,2,5.3
165,13,5,0,12.4,31.60%,1.2,3.8,25.00%,0.8,3.2,88.90%,1.6,1.8,1.4,0.2,1.2,0,0.2,0,0.2,0.2,4.8
165,14,43,0,13.3,35.40%,1.3,3.7,27.70%,0.7,2.3,36.40%,0.1,0.3,2.4,0.5,1.9,0.5,0.2,0.5,0.7,1.7,3.4
165,15,4,0,3.3,40.00%,0.5,1.3,50.00%,0.3,0.5,100.00%,0.5,0.5,0.3,0,0.3,0.3,0,0,0,0,1.8
165,16,2,0,11.5,14.30%,0.5,3.5,0.00%,0,1,50.00%,0.5,1,3,1.5,1.5,0.5,0,0,1,1,1.5
165,17,14,0,9.6,16.70%,0.3,1.7,17.60%,0.2,1.2,75.00%,0.2,0.3,0.8,0.2,0.6,1.3,0.8,0.1,0.2,1,1
166,0,27,23,38.1,45.00%,7.9,17.5,36.10%,2,5.4,80.50%,3.5,4.4,4.7,1.3,3.4,3.4,1.7,0.2,2.1,2.2,21.3
166,1,57,53,37,40.90%,6.7,16.4,29.10%,0.8,2.6,77.10%,3.6,4.7,4.8,0.8,4,5.6,1.5,0.5,3.2,2.5,17.8
166,2,81,62,28.5,43.00%,5.3,12.4,16.70%,0,0.2,68.70%,3.4,5,8.6,2.7,6,2.5,1,0.8,3.3,4.1,14.1
166,3,79,64,34.6,50.00%,5.2,10.4,35.70%,0.8,2.3,86.40%,2.5,2.9,3.4,0.5,2.8,4.9,1.2,0.1,1.8,2.3,13.7
166,4,53,16,26.5,49.20%,4.5,9.1,0.00%,0,0.1,72.10%,2.9,4.1,4.8,2.4,2.4,0.9,0.6,0.4,1.5,2.4,11.9
166,5,58,34,23.9,43.60%,3.6,8.2,36.20%,1.4,3.9,85.50%,1.1,1.3,2.3,0.4,1.9,1.2,0.9,0.8,0.8,2.2,9.7
166,6,75,39,23.3,50.70%,3.6,7.1,0.00%,0,0,60.50%,1.6,2.7,6.1,1.9,4.1,1.2,0.4,0.6,1.3,2.8,8.8
166,7,71,27,24,41.20%,3.2,7.7,37.20%,1.3,3.5,67.30%,1,1.4,4.3,1,3.3,1,0.8,0.2,1,1.6,8.6
166,8,80,46,24.2,47.30%,3.4,7.1,0.00%,0,0,73.00%,1.4,1.9,8.2,2.7,5.6,0.8,0.5,1.5,1.7,2.8,8.1
166,9,26,8,15.6,47.60%,3,6.3,30.00%,0.5,1.5,72.70%,0.6,0.8,2,1,1.1,1.2,0.5,0.1,1.5,1.3,7.1
166,10,69,21,16.3,40.40%,2.3,5.6,29.20%,0.7,2.2,66.20%,0.6,0.9,2.1,0.7,1.4,0.7,0.5,0.3,0.9,1.3,5.8
166,11,36,14,16.3,41.50%,1.9,4.6,39.10%,0.7,1.8,78.00%,1.1,1.4,1.7,0.4,1.2,1.9,0.3,0.3,0.9,1.2,5.6
166,12,62,1,13.8,40.90%,1.7,4.2,20.00%,0.1,0.5,90.20%,0.6,0.7,1.1,0.1,1,2.6,0.5,0,0.8,0.9,4.1
166,13,59,2,8.2,48.70%,1.3,2.7,27.30%,0.1,0.2,61.20%,0.5,0.8,1.6,0.8,0.8,0.2,0.2,0.1,0.4,1,3.2
166,14,7,0,4.4,12.50%,0.1,1.1,0.00%,0,0.6,,0,0,0.4,0.3,0.1,0,0.1,0,0.1,0.4,0.3
166,15,1,0,2,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,0
167,0,51,51,34.9,43.80%,6.9,15.7,34.50%,2.1,6.1,86.50%,2.8,3.2,3.7,1.6,2,1.9,1.4,0.2,1.6,2.2,18.7
167,1,64,62,30.5,44.80%,7,15.6,14.30%,0,0.2,70.20%,4.1,5.8,11,4.1,6.8,1.6,1.5,1.2,2.7,4,18.1
167,2,63,61,34.3,45.30%,6.5,14.3,20.20%,0.3,1.6,77.90%,3.2,4.1,4.6,1,3.6,4.5,1.3,0.5,2.7,2.2,16.5
167,3,65,37,25.5,44.80%,3.9,8.8,37.90%,1.3,3.4,83.20%,2.4,2.8,2.6,0.7,1.8,4.1,0.8,0.1,1.6,1.9,11.5
167,4,64,47,25.9,53.50%,3.7,6.9,0.00%,0,0,60.20%,1.7,2.8,6.9,2.6,4.3,1.2,0.7,0.7,1.1,2.3,9.1
167,5,18,0,20.5,46.10%,3.6,7.8,29.60%,0.4,1.5,61.80%,1.2,1.9,4.1,0.6,3.5,3.1,0.9,0.3,1.8,1.1,8.8
167,6,61,7,18.6,38.60%,2.8,7.3,36.10%,1.3,3.5,83.30%,0.7,0.8,1.2,0.3,0.9,1.8,0.5,0,1.1,1.2,7.6
167,7,46,32,27.2,40.90%,3.1,7.5,29.50%,0.7,2.4,64.40%,0.6,1,2.9,0.4,2.5,2,0.8,0.2,1,1.7,7.5
167,8,53,7,14.7,40.60%,2,5,23.80%,0.5,2,80.00%,0.8,1,2.5,0.4,2.2,0.6,0.3,0.5,0.6,1.3,5.4
167,9,49,3,16.3,37.60%,1.8,4.7,29.00%,0.8,2.7,80.00%,0.5,0.6,2,0.2,1.8,0.6,0.7,0.8,0.4,1.5,4.8
167,10,35,9,18.4,37.00%,1.8,4.9,0.00%,0,0,63.80%,1.1,1.7,5.1,1.9,3.1,0.6,0.5,0.5,1.1,1.3,4.7
167,11,39,5,12.8,34.30%,1.5,4.5,26.70%,0.4,1.5,67.40%,0.8,1.2,1.6,0.5,1.1,0.4,0.5,0.5,0.5,0.9,4.3
167,12,54,9,19.2,42.90%,1.4,3.1,0.00%,0,0,66.70%,0.5,0.7,4.3,1.3,3,1.4,0.7,0.3,0.9,2.1,3.2
167,13,18,0,6.1,44.40%,0.7,1.5,,0,0,41.70%,0.3,0.7,2.2,0.9,1.3,0,0.2,0.8,0.3,0.7,1.6
167,14,15,0,5.9,33.30%,0.5,1.6,33.30%,0.1,0.2,60.00%,0.2,0.3,0.9,0.2,0.7,0.5,0.3,0.2,0.1,0.2,1.3
168,0,75,74,30.5,46.50%,6.4,13.8,18.20%,0.1,0.3,73.80%,4.2,5.6,9.9,3,7,2.7,1.4,0.7,3,3.6,17.1
168,1,65,61,31,47.80%,5.6,11.8,33.80%,0.7,2,77.50%,3.2,4.2,4.4,0.9,3.6,3.5,1.4,0.4,2,2,15.2
168,2,79,62,26.9,44.00%,4.6,10.5,35.80%,1.5,4.1,88.20%,3.2,3.6,2,0.4,1.7,4,0.8,0,1.8,2.1,13.9
168,3,72,8,24,42.90%,4.6,10.8,37.20%,2,5.3,88.10%,1.5,1.8,2.5,0.7,1.8,1.3,0.8,0.1,0.9,1.5,12.7
168,4,82,81,27.9,50.20%,4.6,9.1,0.00%,0,0,69.40%,1.7,2.5,6.7,2.1,4.6,1,0.6,0.7,1.2,2.8,10.9
168,5,76,72,29.9,39.90%,3.2,8.1,37.10%,1.3,3.5,77.30%,1.1,1.4,2.7,0.4,2.3,3,0.7,0.3,1.1,1.9,8.8
168,6,24,3,23.2,49.40%,3.5,7,44.40%,0.7,1.5,78.60%,0.5,0.6,4.8,1.7,3.2,1.3,0.5,0.5,0.8,2,8
168,7,46,20,20.9,45.90%,3,6.6,37.80%,1,2.8,76.90%,0.9,1.1,1.7,0.3,1.4,2.3,0.6,0.2,1.4,1.9,8
168,8,69,0,14,42.10%,2.5,5.9,41.70%,0.9,2.3,85.90%,1.2,1.4,1,0.3,0.8,1.3,0.4,0,1,0.9,7.2
168,9,22,0,17,43.00%,2.2,5.2,38.90%,1,2.5,100.00%,0.7,0.7,2.2,0.5,1.7,2.6,1.4,0,1.1,1.9,6.1
168,10,38,2,11.8,41.80%,1.9,4.7,28.00%,0.4,1.3,73.10%,1,1.4,1.6,0.4,1.2,0.6,0.3,0.2,0.5,0.9,5.3
168,11,54,11,16.3,41.30%,2.2,5.2,9.50%,0,0.4,59.70%,0.7,1.2,2.7,0.9,1.8,1.1,0.8,0.9,1.3,1.8,5.1
168,12,41,15,17.3,37.60%,1.9,5,36.70%,1,2.7,85.70%,0.3,0.3,1.7,0.2,1.5,1,0.8,0.8,0.5,1.6,5
168,13,51,0,15.9,42.40%,2,4.8,,0,0,57.70%,0.8,1.4,4.7,1.8,2.9,0.7,0.5,0.4,1.3,1.9,4.8
168,14,15,0,11.7,56.80%,1.4,2.5,,0,0,72.70%,0.5,0.7,4.2,1.2,3,0.2,0.1,0.9,0.6,1.3,3.3
168,15,74,1,16.4,44.20%,1.1,2.6,0.00%,0,0,62.50%,0.4,0.6,4,1.5,2.5,1.5,0.4,0.2,0.6,1.5,2.7
168,16,9,0,3.6,27.30%,0.3,1.2,0.00%,0,0.2,100.00%,0.2,0.2,1.1,0.3,0.8,0.2,0,0.1,0.6,0.2,0.9
169,0,71,71,32.3,49.60%,8.3,16.8,0.00%,0,0.1,72.60%,6.1,8.4,11.7,3.1,8.6,2.9,1.5,1.3,3.5,3.8,22.7
169,1,72,54,34.6,45.30%,6.9,15.2,34.90%,1.8,5.1,85.00%,4.8,5.7,2.9,0.7,2.3,6.3,1.3,0.1,3,2.6,20.3
169,2,55,55,34.4,48.20%,7.4,15.3,31.20%,0.8,2.5,83.60%,4.5,5.4,5.5,1.5,4,3.1,1.2,0.6,3,2.3,20.1
169,3,18,18,25.9,43.30%,3.6,8.3,32.00%,0.9,2.8,93.80%,1.7,1.8,1.9,0.3,1.6,5.3,0.3,0.1,1.5,2.1,9.8
169,4,82,55,26.6,37.60%,3.1,8.3,32.00%,1.2,3.6,80.40%,1.4,1.7,2.9,0.6,2.2,1,0.5,0.2,1.2,2.5,8.8
169,5,67,15,24.7,43.70%,2.8,6.4,28.60%,0.4,1.3,70.80%,2.6,3.6,4.4,1,3.4,0.8,0.7,0.2,1,1.6,8.5
169,6,46,26,24.4,38.10%,3.1,8.1,31.80%,1.2,3.9,80.80%,0.9,1.1,2.7,0.8,1.8,1,0.7,0.2,0.8,1.6,8.3
169,7,82,61,24.5,50.60%,3.1,6,,0,0,57.90%,1,1.8,6.4,1.9,4.6,0.6,0.4,0.7,1.2,3.1,7.1
169,8,17,6,24.5,41.00%,2.9,7.2,23.10%,0.5,2.3,56.30%,0.5,0.9,5.8,2,3.8,0.9,0.8,0.2,0.9,2.3,6.9
169,9,45,10,19.9,37.70%,2.5,6.7,37.30%,0.5,1.3,74.40%,0.7,1,1.8,0.4,1.4,2.7,0.5,0.2,0.9,1.5,6.2
169,10,41,0,11.3,47.50%,2.3,4.8,49.30%,0.9,1.8,89.50%,0.4,0.5,1.1,0.2,0.9,1.5,0.3,0.1,1.1,0.7,5.9
169,11,18,8,24.7,35.00%,2.3,6.5,38.10%,0.9,2.3,100.00%,0.4,0.4,2.6,0.4,2.1,2.4,0.7,0.4,0.8,1.8,5.8
169,12,24,14,20.8,52.70%,2,3.8,,0,0,56.90%,1.5,2.7,7.7,2.6,5.1,0.7,1,0,1.3,2.7,5.5
169,13,63,4,17,39.90%,2.1,5.2,35.00%,0.7,1.9,80.80%,0.7,0.8,2.7,0.6,2.1,0.8,0.3,0.3,0.4,1.5,5.4
169,14,9,5,21.7,46.90%,1.7,3.6,33.30%,0.1,0.3,69.20%,1,1.4,3,1,2,1.7,1,0.6,0.4,2,4.4
169,15,18,1,12.9,51.70%,1.7,3.3,,0,0,82.40%,0.8,0.9,3.2,0.8,2.3,0.3,0.2,0.1,0.5,1.9,4.2
169,16,8,0,7.1,26.30%,0.6,2.4,16.70%,0.1,0.8,92.90%,1.6,1.8,0.6,0.1,0.5,0.6,0.4,0,0,1.6,3
169,17,57,0,13.8,47.20%,1.1,2.2,20.00%,0,0.2,66.70%,0.5,0.8,3.5,1.2,2.4,0.4,0.3,0.4,0.5,2,2.7
169,18,16,1,11.2,43.80%,0.9,2,,0,0,71.40%,0.3,0.4,2.9,1.3,1.7,0.4,0.7,0.1,0.4,1.1,2.1
169,19,33,6,10,43.10%,0.8,1.8,0.00%,0,0,55.60%,0.3,0.5,3.1,1.2,1.9,0.6,0.3,0.2,0.8,1.7,1.8
169,20,7,0,7.1,17.60%,0.4,2.4,16.70%,0.1,0.9,50.00%,0.3,0.6,0.6,0.3,0.3,0.6,0,0.1,0.1,0.4,1.3
169,21,14,0,5.4,33.30%,0.2,0.6,,0,0,0.00%,0,0.1,1.3,0.4,0.9,0.2,0,0.3,0.2,1.1,0.4
169,22,3,0,3,0.00%,0,0.3,,0,0,,0,0,0,0,0,0,0,0,0,0.7,0
170,0,59,59,34.1,46.70%,8.4,18.1,25.00%,0,0.1,78.20%,7.2,9.2,12.7,3.1,9.5,3.6,1.5,1.7,4.3,4.1,24.1
170,1,68,67,35.5,45.50%,7.5,16.4,35.90%,1.2,3.2,85.80%,5,5.8,5.9,1.4,4.4,3.7,1,0.6,2.7,2.3,21.1
170,2,45,45,34.7,47.30%,5.8,12.2,37.30%,1.3,3.6,78.80%,3.2,4.1,3.2,0.4,2.8,5.6,1.5,0.3,2.5,2.1,16.1
170,3,82,82,32.6,43.70%,4.4,10.1,35.80%,1.7,4.8,81.30%,1.6,2,2.9,0.4,2.6,1.7,0.9,0.2,1.7,2.7,12.1
170,4,67,19,21.2,48.90%,3.1,6.4,40.20%,0.5,1.3,73.30%,2.1,2.9,3.9,0.8,3.1,1.5,0.5,0.1,1.3,1.6,8.9
170,5,74,6,19.7,44.70%,2.9,6.6,31.40%,0.7,2.1,68.40%,1.8,2.6,2.7,0.6,2.2,0.7,0.5,0.1,0.8,0.9,8.3
