Id,客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分（客场:主场）,sub,obj,result
5306,165,193,18胜41负,35胜25负,112:130,130,112,1
5307,193,179,36胜25负,24胜36负,100:104,104,100,1
5308,193,186,36胜26负,43胜19负,108:123,123,108,1
5309,74,193,36胜29负,36胜29负,107:90,90,107,1
5310,193,74,38胜30负,37胜30负,103:91,91,103,1
5311,193,207,40胜31负,54胜16负,90:97,97,90,1
5312,193,207,42胜35负,59胜17负,89:95,95,89,1
5313,179,193,32胜49负,43胜38负,100:93,93,100,1
5314,207,193,2胜0负,0胜2负,94:105,105,94,0
5315,207,193,2胜1负,1胜2负,108:110,110,108,1
5316,193,207,2胜2负,2胜2负,103:116,116,103,1
5317,207,193,3胜2负,2胜3负,103:96,96,103,1
5318,110,89,1胜3负,1胜1负,86:128,128,86,0
5319,68,89,6胜1负,4胜1负,89:93,93,89,1
5320,187,89,4胜6负,6胜3负,72:89,89,72,1
5321,89,201,9胜3负,11胜1负,97:106,106,97,0
5322,89,96,11胜4负,5胜9负,100:99,99,100,1
5323,68,89,13胜8负,15胜5负,80:74,74,80,0
5324,89,131,15胜7负,16胜7负,105:117,117,105,1
5325,89,103,16胜8负,14胜9负,94:111,111,94,0
5326,54,89,10胜16负,16胜9负,97:89,89,97,0
5327,201,89,25胜3负,16胜12负,101:123,123,101,1
5328,180,89,16胜19负,23胜12负,95:110,110,95,0
5329,89,194,25胜12负,22胜16负,89:92,92,89,1
5330,89,117,25胜13负,26胜13负,124:125,125,124,1
5331,61,89,13胜29负,27胜15负,72:112,112,72,0
5332,89,21,29胜16负,16胜25负,111:96,96,111,1
5333,7,89,8胜38负,30胜17负,87:103,103,87,0
5334,96,89,15胜38负,35胜21负,76:101,101,76,0
5335,124,89,35胜27负,40胜23负,89:85,85,89,0
5336,89,159,41胜25负,33胜30负,111:88,88,111,1
5337,103,89,41胜27负,43胜26负,82:85,85,82,1
5338,89,68,47胜27负,42胜32负,82:85,85,82,1
5339,89,61,48胜28负,20胜55负,98:102,102,98,0
5340,21,89,37胜44负,51胜30负,74:92,92,74,1
5341,68,89,0胜0负,0胜0负,103:93,93,103,1
5342,68,89,3胜1负,1胜3负,76:101,101,76,0
5343,90,118,0胜0负,0胜0负,89:97,97,89,1
5344,181,90,0胜0负,0胜1负,95:104,104,95,0
5345,90,167,5胜3负,3胜5负,104:97,97,104,1
5346,202,90,9胜5负,10胜3负,85:83,83,85,0
5347,90,22,11胜5负,11胜4负,102:83,83,102,1
5348,41,90,7胜9负,12胜5负,91:83,83,91,0
5349,22,90,12胜6负,12胜7负,106:85,85,106,1
5350,90,22,14胜9负,16胜6负,85:81,81,85,0
5351,69,90,17胜9负,16胜10负,89:87,87,89,0
5352,111,90,13胜15负,17胜11负,89:102,102,89,0
5353,90,83,20胜11负,24胜7负,78:90,90,78,1
5354,90,69,22胜12负,19胜14负,78:83,83,78,1
5355,90,97,22胜13负,7胜27负,102:95,95,102,1
5356,118,90,28胜7负,23胜13负,105:102,102,105,0
5357,90,62,24胜14负,12胜25负,92:88,88,92,0
5358,22,90,23胜15负,26胜15负,94:107,107,94,0
5359,8,90,17胜27负,30胜18负,80:93,93,80,1
5360,104,90,28胜24负,32胜20负,104:101,101,104,0
5361,90,97,34胜23负,13胜44负,85:93,93,85,1
5362,69,90,34胜24负,34胜24负,109:81,81,109,1
5363,90,8,34胜25负,20胜38负,100:84,84,100,1
5364,55,90,31胜28负,35胜25负,100:113,113,100,1
5365,90,188,37胜28负,40胜25负,76:88,88,76,1
5366,90,22,0胜0负,0胜0负,81:77,77,81,0
5367,22,90,2胜1负,1胜2负,101:99,99,101,1
5368,90,22,1胜3负,3胜1负,87:105,105,87,0
5369,35,91,1胜2负,2胜2负,107:68,68,107,1
5370,49,91,4胜0负,2胜4负,99:89,89,99,0
5371,91,16,2胜5负,1胜8负,110:106,106,110,0
5372,91,63,3胜5负,2胜7负,86:97,97,86,1
5373,91,70,3胜6负,4胜4负,72:81,81,72,1
5374,9,91,3胜8负,4胜7负,104:108,108,104,1
5375,91,154,5胜10负,8胜8负,113:103,103,113,0
5376,91,140,6胜10负,10胜6负,102:94,94,102,1
5377,91,168,7胜11负,5胜12负,82:91,91,82,1
5378,112,91,12胜9负,10胜13负,93:102,102,93,0
5379,91,63,12胜13负,8胜19负,90:93,93,90,1
5380,196,91,5胜22负,12胜15负,97:94,94,97,0
5381,91,98,12胜16负,3胜23负,97:105,105,97,0
5382,2,91,16胜13负,12胜19负,96:94,94,96,0
5383,91,105,12胜22负,20胜16负,105:108,108,105,1
5384,63,91,15胜27负,14胜27负,97:95,95,97,0
5385,91,35,14胜29负,26胜18负,77:97,97,77,1
5386,91,49,14胜30负,27胜15负,97:113,113,97,0
5387,91,56,14胜33负,20胜26负,61:78,78,61,1
5388,126,91,25胜25负,14胜36负,104:110,110,104,1
5389,70,91,28胜22负,15胜36负,108:76,76,108,1
5390,9,91,17胜37负,15胜40负,118:94,94,118,1
5391,182,91,31胜28负,16胜42负,118:110,110,118,0
5392,189,91,38胜19负,16胜43负,108:82,82,108,1
5393,91,84,17胜44负,44胜14负,96:97,97,96,1
5394,23,91,38胜23负,17胜45负,115:86,86,115,1
5395,91,119,18胜47负,48胜17负,104:117,117,104,1
5396,119,91,50胜19负,18胜51负,97:89,89,97,0
5397,98,91,26胜45负,18胜54负,92:97,97,92,1
5398,91,70,19胜54负,40胜33负,88:97,97,88,1
5399,91,203,19胜56负,55胜19负,84:98,98,84,1
5400,91,9,19胜58负,23胜52负,85:91,91,85,1
5401,92,24,0胜0负,0胜0负,87:97,97,87,1
5402,148,92,3胜1负,2胜2负,90:98,98,90,1
5403,92,71,3胜3负,2胜3负,94:104,104,94,0
5404,31,92,2胜4负,3胜5负,91:94,94,91,1
5405,176,92,5胜4负,4胜5负,108:100,100,108,0
5406,85,92,8胜3负,4胜6负,120:92,92,120,1
5407,92,71,4胜9负,8胜6负,109:92,92,109,1
5408,204,92,13胜2负,6胜9负,109:91,91,109,1
5409,92,99,6胜10负,8胜9负,80:98,98,80,1
5410,10,92,8胜13负,7胜15负,109:100,100,109,0
5411,92,3,7胜17负,9胜13负,83:82,82,83,0
5412,50,92,8胜18负,8胜19负,103:98,98,103,1
5413,92,10,10胜21负,10胜21负,81:87,87,81,1
5414,92,106,10胜26负,18胜17负,94:120,120,94,0
5415,92,176,10胜27负,22胜16负,88:107,107,88,0
5416,92,36,11胜30负,17胜22负,90:101,101,90,0
5417,92,64,12胜34负,23胜21负,83:98,98,83,1
5418,92,24,13胜36负,36胜10负,79:98,98,79,1
5419,24,92,39胜10负,15胜37负,92:93,93,92,1
5420,92,31,16胜38负,9胜43负,100:104,104,100,1
5421,92,10,16胜39负,21胜33负,93:101,101,93,0
5422,92,99,17胜41负,28胜28负,106:115,115,106,1
5423,92,57,17胜42负,15胜42负,101:90,90,101,1
5424,92,85,18胜42负,41胜14负,98:112,112,98,0
5425,92,204,19胜44负,45胜16负,112:121,121,112,1
5426,99,92,40胜38负,23胜55负,96:86,86,96,0
5427,92,36,23胜56负,43胜36负,88:97,97,88,1
5428,92,3,23胜57负,47胜33负,95:108,108,95,0
5429,93,198,0胜0负,0胜0负,84:101,101,84,0
5430,65,93,1胜0负,0胜2负,108:95,95,108,1
5431,93,58,0胜4负,0胜4负,91:89,89,91,0
5432,93,65,2胜5负,6胜1负,100:104,104,100,1
5433,32,93,4胜4负,3胜6负,85:101,101,85,0
5434,93,100,4胜6负,6胜2负,93:98,98,93,1
5435,149,93,5胜4负,5胜7负,114:90,90,114,1
5436,93,11,6胜9负,5胜7负,74:106,106,74,0
5437,93,25,6胜11负,6胜9负,83:98,98,83,1
5438,93,170,8胜14负,10胜9负,105:96,96,105,1
5439,93,72,9胜15负,15胜6负,81:87,87,81,1
5440,135,93,7胜19负,10胜18负,101:94,94,101,1
5441,11,93,17胜11负,11胜20负,98:89,89,98,0
5442,37,93,15胜16负,13胜22负,100:98,98,100,1
5443,93,107,13胜24负,15胜20负,90:93,93,90,1
5444,121,93,19胜20负,15胜28负,127:99,99,127,1
5445,93,18,15胜29负,16胜26负,118:128,128,118,1
5446,25,93,15胜30负,15胜31负,106:99,99,106,1
5447,93,191,15胜32负,31胜12负,94:103,103,94,0
5448,93,121,15胜35负,23胜24负,97:104,104,97,0
5449,93,100,16胜38负,32胜20负,80:96,96,80,1
5450,58,93,12胜42负,18胜39负,98:103,103,98,0
5451,93,72,19胜40负,45胜12负,88:95,95,88,1
5452,44,93,25胜35负,20胜43负,98:103,103,98,0
5453,93,25,21胜43负,28胜34负,86:118,118,86,0
5454,11,93,42胜25负,21胜46负,123:108,108,123,0
5455,128,93,44胜22负,21胜49负,104:111,111,104,1
5456,107,93,26胜44负,22胜49负,119:100,100,119,0
5457,72,93,53胜17负,22胜50负,95:83,83,95,0
5458,205,93,48胜26负,22胜52负,103:91,91,103,1
5459,93,114,22胜53负,16胜59负,97:84,84,97,0
5460,93,32,23胜53负,38胜38负,97:90,90,97,0
5461,65,93,46胜32负,25胜53负,101:99,99,101,1
5462,51,93,15胜64负,25胜54负,80:79,79,80,0
5463,101,94,0胜0负,0胜0负,88:87,87,88,0
5464,94,5,0胜2负,2胜1负,87:92,92,87,1
5465,94,59,2胜4负,0胜5负,105:97,97,105,1
5466,94,26,3胜4负,3胜4负,84:97,97,84,1
5467,94,101,5胜5负,3胜4负,99:108,108,99,0
5468,52,94,8胜7负,6胜8负,91:100,100,91,0
5469,94,150,11胜8负,10胜9负,101:103,103,101,1
5470,94,108,11胜9负,8胜13负,85:74,74,85,0
5471,12,94,14胜7负,12胜10负,111:76,76,111,1
5472,73,94,16胜12负,15胜11负,103:100,100,103,0
5473,185,94,15胜14负,16胜12负,101:104,104,101,1
5474,94,12,19胜14负,21胜9负,79:104,104,79,0
5475,26,94,19胜15负,19胜16负,95:86,86,95,0
5476,94,206,21胜25负,39胜8负,92:107,107,92,0
5477,94,122,21胜26负,37胜13负,114:117,117,114,1
5478,73,94,30胜22负,21胜28负,94:96,96,94,1
5479,26,94,29胜25负,24胜29负,105:102,102,105,0
5480,94,52,25胜31负,24胜35负,95:108,108,95,0
5481,94,178,26胜32负,32胜28负,108:121,121,108,1
5482,94,129,28胜36负,34胜32负,84:121,121,84,0
5483,108,94,28胜39负,28胜37负,110:116,116,110,1
5484,12,94,48胜19负,29胜38负,109:103,103,109,0
5485,94,19,29胜41负,37胜34负,102:118,118,102,1
5486,38,94,21胜52负,30胜43负,105:139,139,105,1
5487,94,26,31胜43负,39胜35负,114:94,94,114,1
5488,192,94,41胜35负,32胜44负,107:119,119,107,1
5489,95,13,0胜2负,2胜0负,99:105,105,99,0
5490,95,27,4胜6负,4胜6负,69:88,88,69,1
5491,102,95,4胜9负,6胜9负,94:91,91,94,0
5492,95,193,7胜11负,11胜8负,94:95,95,94,1
5493,95,60,7胜12负,4胜14负,105:88,88,105,1
5494,95,20,8胜12负,11胜10负,98:92,92,98,0
5495,95,102,9胜12负,7胜12负,124:116,116,124,0
5496,109,95,8胜15负,10胜14负,121:113,113,121,0
5497,151,95,18胜7负,11胜15负,113:108,108,113,0
5498,95,88,12胜17负,9胜19负,136:130,130,136,0
5499,193,95,20胜12负,14胜18负,102:112,112,102,1
5500,74,95,18胜16负,16胜20负,111:92,92,111,1
5501,95,151,16胜23负,26胜14负,96:105,105,96,0
5502,95,67,18胜30负,29胜18负,114:113,113,114,0
5503,27,95,25胜22负,19胜31负,98:88,88,98,0
5504,95,74,20胜32负,29胜21负,86:113,113,86,0
5505,95,186,20胜33负,37胜17负,104:128,128,104,1
5506,207,95,42胜13负,21胜36负,107:79,79,107,1
5507,130,95,23胜33负,21胜37负,112:103,103,112,0
5508,74,95,32胜25负,21胜38负,86:105,105,86,0
5509,95,102,23胜39负,36胜24负,114:115,115,114,1
5510,53,95,25胜38负,23胜40负,113:105,105,113,0
5511,95,144,24胜44负,53胜14负,92:122,122,92,0
5512,123,95,42胜31负,27胜47负,114:106,106,114,0
5513,39,95,19胜59负,27胜51负,107:115,115,107,1
5514,20,95,37胜44负,28胜53负,109:113,113,109,1
5515,47,61,0胜0负,0胜0负,98:93,93,98,0
5516,7,61,1胜0负,0胜1负,81:101,101,81,0
5517,61,152,1胜3负,5胜0负,103:108,108,103,1
5518,61,54,2胜9负,2胜9负,94:86,86,94,0
5519,180,61,3胜8负,3胜9负,96:106,106,96,0
5520,54,61,3胜11负,5胜9负,90:106,106,90,0
5521,61,21,8胜12负,9胜9负,100:124,124,100,1
5522,61,47,8胜13负,13胜9负,110:113,113,110,1
5523,103,61,13胜8负,8胜14负,123:116,116,123,0
5524,0,61,15胜8负,9胜16负,110:93,93,110,1
5525,14,61,9胜19负,10胜18负,115:93,93,115,1
5526,61,180,11胜20负,15胜16负,105:114,114,105,1
5527,61,7,11胜23负,8胜26负,120:105,105,120,0
5528,61,82,13胜30负,30胜13负,103:120,120,103,1
5529,28,61,17胜26负,13胜33负,116:110,110,116,0
5530,61,21,13胜35负,17胜27负,93:104,104,93,0
5531,61,68,13胜36负,30胜18负,87:100,100,87,0
5532,201,61,43胜8负,14胜38负,111:100,100,111,0
5533,0,61,38胜16负,15胜42负,113:118,118,113,1
5534,21,61,27胜37负,17胜47负,98:108,108,98,0
5535,96,61,16胜50负,18胜49负,107:116,116,107,1
5536,61,117,19胜49负,45胜23负,95:93,93,95,0
5537,61,159,20胜50负,35胜34负,106:114,114,106,1
5538,61,138,20胜51负,30胜42负,100:138,138,100,1
5539,61,47,21胜55负,38胜38负,118:131,131,118,1
5540,7,61,16胜61负,21胜56负,104:96,96,104,1
5541,82,61,57胜24负,22胜59负,97:79,79,97,0
5542,62,8,0胜0负,0胜0负,104:96,96,104,1
5543,62,90,1胜2负,3胜1负,96:102,102,96,0
5544,62,48,1胜3负,2胜2负,90:85,85,90,0
5545,8,62,3胜2负,2胜3负,77:92,92,77,1
5546,62,69,4胜9负,9胜4负,84:93,93,84,1
5547,62,41,4胜10负,4胜8负,73:96,96,73,1
5548,125,62,8胜6负,4胜11负,94:84,84,94,0
5549,62,104,6胜13负,13胜5负,81:96,96,81,1
5550,97,62,4胜18负,7胜16负,89:106,106,89,0
5551,29,62,10胜14负,8胜18负,105:99,99,105,1
5552,153,62,15胜12负,9胜19负,94:92,92,94,0
5553,202,62,20胜9负,9胜21负,113:106,106,113,0
5554,62,181,10胜23负,20胜14负,85:88,88,85,1
5555,139,62,14胜19负,11胜25负,75:83,83,75,1
5556,62,8,13胜28负,16胜23负,96:88,88,96,0
5557,97,62,12胜39负,17胜35负,92:99,99,92,1
5558,8,62,17胜35负,20胜35负,84:80,80,84,0
5559,62,69,21胜39负,35胜24负,102:86,86,102,1
5560,69,62,35胜25负,22胜39负,109:87,87,109,1
5561,23,63,0胜0负,0胜0负,90:88,88,90,0
5562,63,35,0胜1负,0胜0负,100:107,107,100,1
5563,63,119,1胜2负,1胜2负,88:108,108,88,0
5564,63,175,1胜3负,3胜1负,104:109,109,104,1
5565,133,63,3胜4负,1胜5负,140:133,133,140,0
5566,63,23,1胜6负,3胜4负,74:72,72,74,0
5567,63,42,2胜6负,5胜4负,89:107,107,89,0
5568,203,63,10胜3负,3胜10负,111:106,106,111,0
5569,63,105,4胜13负,8胜9负,110:113,113,110,1
5570,63,168,4胜14负,4胜12负,100:107,107,100,1
5571,63,133,4胜15负,10胜10负,99:131,131,99,0
5572,63,126,4胜17负,8胜12负,74:92,92,74,1
5573,175,63,11胜11负,4胜19负,74:95,95,74,1
5574,182,63,11胜11负,5胜19负,96:103,103,96,0
5575,63,9,6胜19负,5胜20负,113:99,99,113,1
5576,63,203,9胜19负,21胜8负,80:100,100,80,0
5577,63,91,10胜20负,12胜17负,123:88,88,123,1
5578,119,63,25胜7负,12胜21负,104:92,92,104,1
5579,30,63,18胜17负,14胜22负,107:96,96,107,1
5580,63,35,14胜23负,22胜15负,106:113,113,106,1
5581,63,84,15胜26负,26胜12负,116:123,123,116,1
5582,9,63,12胜32负,16胜27负,99:98,98,99,0
5583,140,63,26胜17负,16胜28负,114:102,102,114,0
5584,63,70,16胜29负,25胜19负,92:93,93,92,1
5585,105,63,33胜19负,19胜32负,108:109,109,108,1
5586,63,98,21胜32负,15胜36负,96:88,88,96,0
5587,23,63,36胜22负,23胜35负,93:81,81,93,0
5588,63,30,23胜36负,28胜28负,114:122,122,114,1
5589,9,63,21胜41负,24胜39负,96:100,100,96,0
5590,70,63,39胜32负,26胜44负,107:88,88,107,1
5591,63,16,26胜45负,24胜48负,99:82,82,99,0
5592,98,63,28胜46负,27胜47负,78:88,88,78,1
5593,64,31,1胜1负,1胜1负,97:90,90,97,0
5594,64,24,2胜3负,5胜0负,84:91,91,84,1
5595,106,64,9胜6负,6胜9负,112:98,98,112,1
5596,64,155,6胜12负,10胜9负,106:94,94,106,1
5597,57,64,7胜16负,7胜13负,100:108,108,100,1
5598,64,120,10胜14负,22胜4负,104:98,98,104,1
5599,64,204,11胜14负,21胜6负,99:112,112,99,0
5600,64,99,15胜15负,14胜15负,101:88,88,101,1
5601,64,85,16胜15负,25胜8负,97:102,102,97,0
5602,64,24,16胜16负,27胜6负,79:86,86,79,1
5603,155,64,15胜25负,20胜18负,112:106,106,112,0
5604,148,64,30胜15负,22胜20负,126:118,118,126,0
5605,92,64,17胜40负,30胜25负,90:105,105,90,0
5606,64,10,31胜25负,22胜35负,99:93,93,99,0
5607,99,64,29胜28负,32胜25负,134:129,129,134,0
5608,190,64,38胜26负,36胜27负,86:99,99,86,1
5609,162,64,37胜28负,37胜27负,121:113,113,121,0
5610,120,64,50胜18负,38胜29负,119:118,118,119,0
5611,71,64,31胜36负,38胜30负,86:96,96,86,1
5612,64,10,39胜30负,27胜44负,100:102,102,100,1
5613,43,64,23胜48负,40胜31负,103:105,105,103,1
5614,64,92,41胜31负,21胜52负,98:93,93,98,0
5615,64,85,42胜31负,50胜22负,83:93,93,83,1
5616,183,64,49胜24负,42胜32负,103:107,107,103,1
5617,24,64,53胜23负,43胜32负,94:102,102,94,0
5618,121,65,1胜3负,2胜1负,88:100,100,88,0
5619,65,44,3胜1负,1胜2负,110:107,107,110,0
5620,100,65,4胜1负,4胜1负,84:103,103,84,0
5621,191,65,10胜1负,8胜2负,92:96,96,92,1
5622,163,65,9胜5负,11胜2负,100:104,104,100,1
5623,177,65,11胜5负,13胜2负,106:102,102,106,0
5624,65,156,13胜3负,3胜13负,122:129,129,122,1
5625,107,65,9胜11负,15胜5负,107:112,112,107,1
5626,65,11,16胜5负,12胜7负,101:105,105,101,1
5627,25,65,7胜15负,16胜6负,94:106,106,94,0
5628,65,18,20胜6负,5胜21负,110:100,100,110,0
5629,51,65,5胜24负,21胜6负,108:118,118,108,1
5630,65,4,22胜6负,17胜9负,120:129,129,120,1
5631,65,149,22胜7负,20胜10负,110:98,98,110,1
5632,65,107,23胜7负,13胜17负,116:102,102,116,0
5633,72,65,31胜8负,26胜12负,110:89,89,110,1
5634,198,65,19胜20负,26胜13负,95:93,93,95,0
5635,65,25,29胜15负,16胜30负,104:91,91,104,1
5636,32,65,25胜22负,33胜15负,82:75,75,82,0
5637,65,72,36胜17负,43胜11负,105:80,80,105,1
5638,65,184,37胜17负,36胜18负,76:98,98,76,1
5639,11,65,38胜24负,38胜22负,120:112,112,120,0
5640,65,121,38胜24负,34胜28负,104:108,108,104,1
5641,65,205,38胜25负,39胜23负,107:117,117,107,1
5642,128,65,43胜20负,39胜26负,113:97,97,113,1
5643,65,25,39胜27负,30胜35负,117:98,98,117,1
5644,184,65,50胜23负,43胜30负,96:99,99,96,1
5645,65,114,44胜30负,16胜58负,113:99,99,113,1
5646,44,65,34胜42负,45胜31负,117:116,116,117,0
5647,100,65,0胜0负,0胜0负,93:86,86,93,0
5648,100,65,1胜0负,0胜1负,117:106,106,117,0
5649,65,100,0胜3负,3胜0负,94:125,125,94,0
5650,26,66,0胜0负,0胜0负,99:106,106,99,0
5651,66,122,4胜0负,3胜1负,103:98,98,103,1
5652,66,94,5胜0负,1胜4负,87:92,92,87,1
5653,52,66,3胜4负,5胜2负,111:109,109,111,0
5654,66,101,10胜6负,6胜7负,84:82,82,84,0
5655,164,66,7胜9负,11胜6负,107:102,102,107,0
5656,108,66,6胜13负,12胜7负,106:105,105,106,0
5657,206,66,18胜4负,13胜9负,94:97,97,94,1
5658,66,26,16胜9负,13胜9负,90:106,106,90,0
5659,171,66,10胜16负,17胜11负,104:94,94,104,1
5660,66,5,19胜12负,16胜12负,97:104,104,97,0
5661,101,66,14胜15负,19胜13负,91:94,94,91,1
5662,66,12,21胜14负,22胜9负,100:122,122,100,1
5663,66,101,22胜15负,15胜18负,97:88,88,97,0
5664,66,59,23胜15负,4胜34负,108:95,95,108,1
5665,66,94,24胜15负,20胜18负,106:103,103,106,0
5666,38,66,11胜30负,25胜15负,100:112,112,100,1
5667,101,66,20胜22负,29胜15负,89:106,106,89,0
5668,66,115,35胜16负,16胜37负,112:117,117,112,1
5669,66,5,35胜17负,27胜26负,106:116,116,106,1
5670,66,52,36胜18负,24胜33负,122:95,95,122,1
5671,115,66,18胜39负,37胜18负,105:114,114,105,1
5672,129,66,33胜29负,40胜19负,115:117,117,115,1
5673,87,66,38胜27负,43胜20负,104:112,112,104,1
5674,66,26,45胜21负,36胜31负,101:94,94,101,1
5675,94,66,29胜39负,47胜21负,100:105,105,100,1
5676,66,185,48胜22负,35胜37负,109:112,112,109,1
5677,66,199,48胜23负,26胜45负,115:91,91,115,1
5678,66,206,51胜24负,63胜12负,95:102,102,95,0
5679,66,73,52胜25负,46胜32负,87:95,95,87,1
5680,26,66,0胜0负,0胜0负,100:90,90,100,1
5681,26,66,1胜0负,0胜1负,87:98,98,87,1
5682,66,26,1胜1负,1胜1负,101:85,85,101,1
5683,66,26,2胜1负,1胜2负,83:100,100,83,0
5684,26,66,3胜3负,3胜3负,84:89,89,84,1
5685,87,66,1胜0负,0胜1负,92:96,96,92,1
5686,66,12,0胜1负,1胜0负,89:108,108,89,0
5687,12,66,2胜1负,1胜2负,99:105,105,99,0
5688,12,66,3胜2负,2胜3负,113:87,87,113,1
5689,13,67,1胜0负,1胜0负,94:91,91,94,0
5690,109,67,1胜1负,1胜1负,102:105,105,102,1
5691,67,102,2胜1负,0胜2负,113:103,103,113,0
5692,172,67,2胜5负,4胜1负,96:91,91,96,0
5693,67,123,4胜2负,6胜1负,112:102,102,112,0
5694,67,13,7胜2负,8胜1负,117:121,121,117,1
5695,67,109,7胜4负,4胜7负,113:111,111,113,0
5696,67,186,8胜6负,9胜5负,115:102,102,115,0
5697,74,67,10胜10负,13胜6负,84:128,128,84,0
5698,13,67,13胜5负,14胜6负,116:112,112,116,0
5699,74,67,12胜13负,18胜7负,125:121,121,125,0
5700,67,95,18胜8负,12胜16负,109:79,79,109,1
5701,67,207,23胜10负,27胜7负,82:110,110,82,0
5702,67,39,27胜13负,8胜32负,119:109,109,119,0
5703,207,67,35胜9负,28胜16负,108:106,106,108,0
5704,67,193,28胜17负,26胜20负,99:101,101,99,0
5705,34,67,21胜24负,28胜18负,86:102,102,86,0
5706,67,95,30胜20负,19胜32负,94:102,102,94,0
5707,151,67,31胜20负,31胜21负,109:118,118,109,1
5708,67,116,32胜21负,19胜33负,109:112,112,109,1
5709,20,67,25胜29负,32胜22负,102:101,101,102,0
5710,67,6,32胜23负,26胜29负,94:105,105,94,0
5711,67,53,35胜24负,24胜35负,92:91,91,92,0
5712,67,102,36胜25负,36胜23负,114:106,106,114,0
5713,179,67,28胜37负,38胜28负,78:100,100,78,0
5714,123,67,38胜29负,39胜28负,123:102,102,123,0
5715,67,20,39胜29负,33胜35负,87:75,75,87,0
5716,67,88,42胜29负,35胜36负,101:84,84,101,1
5717,95,67,27胜46负,44胜29负,112:131,131,112,1
5718,27,67,37胜38负,45胜30负,100:111,111,100,1
5719,67,27,47胜30负,37胜40负,90:108,108,90,0
5720,67,13,50胜31负,51胜30负,98:83,83,98,0
5721,67,13,0胜0负,0胜0负,105:116,116,105,1
5722,21,201,0胜0负,0胜0负,109:122,122,109,1
5723,180,201,0胜4负,3胜1负,121:124,124,121,1
5724,201,117,7胜1负,5胜3负,117:104,104,117,0
5725,7,201,5胜6负,10胜1负,92:116,116,92,0
5726,173,201,10胜4负,13胜1负,103:94,94,103,1
5727,194,201,13胜6负,16胜3负,84:109,109,84,0
5728,68,201,15胜8负,18胜3负,92:108,108,92,0
5729,124,201,12胜11负,19胜3负,78:95,95,78,1
5730,28,201,10胜13负,20胜3负,90:92,92,90,1
5731,201,103,21胜3负,15胜9负,113:112,112,113,0
5732,187,201,12胜15负,22胜3负,106:112,112,106,1
5733,103,201,16胜10负,24胜3负,103:109,109,103,1
5734,96,201,7胜20负,25胜4负,80:94,94,80,1
5735,117,201,23胜11负,28胜4负,74:101,101,74,0
5736,201,21,29胜6负,14胜18负,90:87,87,90,0
5737,61,201,13胜28负,35胜6负,95:104,104,95,0
5738,180,201,22胜26负,39胜7负,95:108,108,95,0
5739,201,96,44胜9负,14胜37负,118:94,94,118,1
5740,117,201,36胜19负,46胜10负,105:109,109,105,1
5741,201,7,49胜11负,11胜48负,109:99,99,109,1
5742,82,201,43胜18负,50胜11负,95:125,125,95,0
5743,14,201,23胜41负,51胜12负,104:111,111,104,1
5744,201,180,53胜12负,33胜33负,115:107,107,115,0
5745,201,173,54胜13负,48胜20负,97:91,91,97,0
5746,201,103,57胜13负,42胜29负,112:115,115,112,1
5747,201,187,57胜15负,40胜33负,104:111,111,104,1
5748,124,201,42胜31负,57胜16负,100:92,92,100,1
5749,40,201,51胜22负,57胜17负,107:97,97,107,1
5750,201,68,58胜19负,44胜33负,97:90,90,97,0
5751,131,201,37胜42负,60胜19负,102:111,111,102,1
5752,187,201,0胜0负,0胜0负,101:98,98,101,1
5753,187,201,1胜0负,0胜1负,87:93,93,87,1
5754,201,187,1胜2负,2胜1负,86:104,104,86,0
5755,202,181,2胜0负,0胜1负,85:105,105,85,0
5756,132,202,1胜2负,2胜1负,89:104,104,89,0
5757,139,202,2胜3负,3胜2负,95:101,101,95,0
5758,104,202,6胜2负,5胜2负,117:121,121,117,1
5759,181,202,3胜6负,6胜4负,95:101,101,95,0
5760,202,181,10胜6负,8胜7负,102:105,105,102,1
5761,202,195,10胜7负,3胜13负,104:102,102,104,0
5762,202,111,12胜7负,8胜10负,79:87,87,79,1
5763,181,202,12胜9负,13胜9负,91:99,99,91,1
5764,202,188,16胜9负,12胜12负,89:84,84,89,0
5765,202,146,21胜9负,19胜9负,103:100,100,103,0
5766,202,104,23胜10负,18胜16负,114:99,99,114,1
5767,1,202,28胜8负,24胜10负,96:89,89,96,0
5768,104,202,20胜17负,25胜11负,99:94,94,99,0
5769,202,118,28胜13负,33胜10负,114:105,105,114,0
5770,111,202,23胜24负,29胜14负,100:116,116,100,1
5771,202,195,31胜14负,12胜35负,89:86,86,89,0
5772,202,167,34胜14负,17胜32负,117:112,112,117,0
5773,202,8,36胜14负,17胜33负,125:90,90,125,1
5774,195,202,14胜40负,38胜14负,103:128,128,103,1
5775,153,202,36胜22负,40胜15负,98:84,84,98,0
5776,202,153,43胜16负,39胜22负,112:91,91,112,1
5777,132,202,0胜1负,1胜0负,83:114,114,83,0
5778,118,202,0胜1负,1胜0负,111:120,120,111,1
5779,202,118,2胜0负,0胜2负,82:102,102,82,0
5780,202,118,2胜1负,1胜2负,103:109,109,103,1
5781,118,202,2胜2负,2胜2负,108:103,103,108,0
5782,202,118,2胜3负,3胜2负,99:107,107,99,0
5783,119,203,0胜0负,1胜0负,84:86,86,84,1
5784,203,126,5胜1负,2胜3负,112:109,109,112,0
5785,105,203,4胜5负,7胜2负,100:126,126,100,1
5786,203,98,11胜3负,0胜11负,118:92,92,118,1
