客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分
67,13,0胜0负,0胜0负,105:116
21,201,0胜0负,0胜0负,109:122
201,145,1胜1负,0胜3负,97:88
201,159,2胜1负,1胜2负,112:110
180,201,0胜4负,3胜1负,121:124
201,117,7胜1负,5胜3负,117:104
7,201,5胜6负,10胜1负,92:116
89,201,9胜3负,11胜1负,97:106
201,110,12胜1负,4胜11负,113:109
173,201,10胜4负,13胜1负,103:94
201,194,13胜2负,12胜3负,109:95
201,138,14胜2负,8胜9负,118:98
201,145,15胜2负,3胜15负,85:90
194,201,13胜6负,16胜3负,84:109
68,201,15胜8负,18胜3负,92:108
124,201,12胜11负,19胜3负,78:95
28,201,10胜13负,20胜3负,90:92
201,103,21胜3负,15胜9负,113:112
187,201,12胜15负,22胜3负,106:112
103,201,16胜10负,24胜3负,103:109
201,89,25胜3负,16胜12负,101:123
96,201,7胜20负,25胜4负,80:94
152,201,21胜9负,26胜4负,82:97
117,201,23胜11负,28胜4负,74:101
201,47,29胜4负,19胜14负,115:128
201,21,29胜6负,14胜18负,90:87
110,201,9胜28负,30胜6负,91:94
201,110,31胜6负,9胜29负,107:96
173,201,26胜11负,33胜6负,89:101
61,201,13胜28负,35胜6负,95:104
201,194,37胜6负,28胜16负,72:96
201,138,37胜7负,19胜24负,113:102
180,201,22胜26负,39胜7负,95:108
201,124,40胜7负,25胜22负,86:99
201,152,40胜8负,34胜15负,89:88
201,54,44胜8负,24胜28负,71:77
201,96,44胜9负,14胜37负,118:94
117,201,36胜19负,46胜10负,105:109
201,7,49胜11负,11胜48负,109:99
82,201,43胜18负,50胜11负,95:125
14,201,23胜41负,51胜12负,104:111
201,180,53胜12负,33胜33负,115:107
201,82,54胜12负,45胜21负,80:110
201,173,54胜13负,48胜20负,97:91
138,201,30胜40负,56胜13负,96:111
201,103,57胜13负,42胜29负,112:115
201,187,57胜15负,40胜33负,104:111
124,201,42胜31负,57胜16负,100:92
40,201,51胜22负,57胜17负,107:97
159,201,37胜38负,57胜19负,97:114
201,68,58胜19负,44胜33负,97:90
166,201,23胜54负,59胜19负,92:124
131,201,37胜42负,60胜19负,102:111
187,201,0胜0负,0胜0负,101:98
187,201,1胜0负,0胜1负,87:93
201,187,1胜2负,2胜1负,86:104
187,201,3胜1负,1胜3负,103:110
201,187,2胜3负,3胜2负,91:99
188,202,0胜0负,0胜0负,82:95
202,181,2胜0负,0胜1负,85:105
132,202,1胜2负,2胜1负,89:104
139,202,2胜3负,3胜2负,95:101
174,202,3胜4负,4胜2负,71:93
104,202,6胜2负,5胜2负,117:121
202,29,6胜3负,2胜6负,103:106
181,202,3胜6负,6胜4负,95:101
125,202,7胜3负,7胜4负,83:99
160,202,4胜7负,8胜4负,91:102
202,90,9胜5负,10胜3负,85:83
202,181,10胜6负,8胜7负,102:105
202,195,10胜7负,3胜13负,104:102
202,111,12胜7负,8胜10负,79:87
202,188,12胜9负,10胜9负,83:73
181,202,12胜9负,13胜9负,91:99
202,188,16胜9负,12胜12负,89:84
202,15,19胜9负,8胜21负,99:95
202,146,21胜9负,19胜9负,103:100
202,132,22胜9负,15胜15负,106:102
202,125,23胜9负,17胜16负,97:137
202,104,23胜10负,18胜16负,114:99
1,202,28胜8负,24胜10负,96:89
104,202,20胜17负,25胜11负,99:94
48,202,18胜20负,25胜12负,105:118
202,118,28胜13负,33胜10负,114:105
111,202,23胜24负,29胜14负,100:116
174,202,27胜21负,30胜14负,87:104
202,195,31胜14负,12胜35负,89:86
202,167,34胜14负,17胜32负,117:112
202,8,36胜14负,17胜33负,125:90
195,202,14胜40负,38胜14负,103:128
202,132,40胜14负,29胜28负,84:91
153,202,36胜22负,40胜15负,98:84
188,202,34胜23负,40胜16负,97:107
160,202,31胜28负,41胜16负,91:105
202,139,42胜16负,22胜37负,120:99
202,153,43胜16负,39胜22负,112:91
202,167,44胜16负,20胜41负,127:102
153,202,40胜23负,45胜16负,97:121
132,202,0胜1负,1胜0负,83:114
202,132,2胜0负,0胜2负,102:90
202,132,3胜0负,0胜3负,87:81
146,202,0胜1负,1胜0负,88:105
202,146,3胜0负,0胜3负,102:99
118,202,0胜1负,1胜0负,111:120
202,118,2胜0负,0胜2负,82:102
202,118,2胜1负,1胜2负,103:109
118,202,2胜2负,2胜2负,108:103
202,118,2胜3负,3胜2负,99:107
203,196,0胜0负,0胜0负,99:95
119,203,0胜0负,1胜0负,84:86
133,203,1胜1负,2胜0负,100:110
203,147,4胜0负,2胜2负,84:106
203,168,4胜1负,2胜3负,97:86
203,126,5胜1负,2胜3负,112:109
203,154,6胜1负,3胜4负,84:82
105,203,4胜5负,7胜2负,100:126
203,98,11胜3负,0胜11负,118:92
189,203,12胜2负,13胜4负,95:99
30,203,8胜8负,14胜4负,99:110
182,203,9胜8负,15胜4负,92:114
203,182,17胜4负,9胜10负,134:126
42,203,12胜10负,18胜6负,88:103
203,105,19胜7负,13胜12负,106:112
196,203,5胜20负,19胜8负,94:99
175,203,12胜15负,20胜8负,91:129
63,203,9胜19负,21胜8负,80:100
203,175,23胜8负,12胜18负,111:86
35,203,16胜14负,24胜8负,73:104
56,203,15胜19负,26胜9负,86:109
154,203,15胜19负,27胜10负,105:108
203,189,28胜10负,23胜10负,98:101
112,203,16胜17负,28胜11负,88:106
189,203,24胜12负,29胜11负,82:103
140,203,23胜14负,30胜11负,88:95
203,70,31胜11负,22胜17负,98:93
203,56,32胜11负,17胜23负,90:85
196,203,14胜27负,33胜11负,102:106
161,203,15胜28负,35胜11负,99:108
203,112,38胜11负,18胜27负,104:94
203,2,40胜12负,30胜20负,103:89
203,9,41胜12负,16胜36负,96:95
203,168,42胜12负,19胜35负,108:102
203,147,43胜12负,39胜17负,116:90
203,140,44胜12负,31胜23负,101:107
203,161,44胜13负,18胜38负,97:87
16,203,23胜38负,46胜14负,75:114
126,203,28胜32负,48胜14负,136:106
119,203,47胜16负,48胜15负,93:105
175,203,30胜33负,49胜16负,91:92
140,203,39胜30负,51胜16负,93:104
133,203,34胜34负,52胜16负,97:104
203,182,53胜16负,38胜31负,95:96
147,203,49胜23负,54胜17负,102:104
84,203,57胜15负,55胜17负,88:86
91,203,19胜56负,55胜19负,84:98
203,119,56胜19负,54胜20负,88:100
70,203,42胜35负,56胜20负,97:99
168,203,28胜50负,57胜21负,101:108
203,140,58胜22负,45胜35负,106:116
154,203,0胜1负,1胜0负,91:102
203,154,3胜0负,0胜3负,103:82
140,203,0胜1负,1胜0负,100:91
203,140,1胜1负,1胜1负,102:92
203,140,2胜1负,1胜2负,87:97
140,203,2胜2负,2胜2负,91:109
203,140,3胜2负,2胜3负,94:82
189,203,0胜0负,0胜0负,83:105
189,203,0胜1负,1胜0负,89:93
203,189,3胜0负,0胜3负,93:86
203,84,1胜0负,0胜1负,84:103
84,203,1胜2负,2胜1负,109:93
203,84,3胜3负,3胜3负,88:95
204,155,1胜0负,1胜1负,91:85
204,106,2胜1负,0胜2负,102:94
141,204,4胜1负,4胜1负,74:76
99,204,2胜5负,7胜1负,79:92
43,204,4胜8负,9胜1负,93:104
204,190,10胜1负,7胜5负,102:86
204,120,13胜1负,9胜3负,88:94
183,204,12胜5负,14胜2负,112:106
71,204,9胜9负,14胜3负,100:102
204,162,19胜5负,14胜9负,108:101
64,204,11胜14负,21胜6负,99:112
169,204,9胜19负,23胜7负,104:112
36,204,10胜20负,24胜7负,92:113
148,204,23胜12负,25胜8负,92:116
204,190,26胜8负,15胜18负,110:108
113,204,18胜18负,28胜8负,86:104
204,197,29胜8负,15胜21负,101:95
134,204,13胜26负,30胜8负,105:109
120,204,32胜10负,32胜9负,111:105
204,71,32胜10负,22胜19负,105:79
204,85,33胜10负,31胜12负,101:113
204,99,35胜13负,24胜23负,125:118
204,36,36胜13负,21胜25负,89:103
204,17,37胜14负,21胜29负,100:109
204,43,37胜15负,19胜34负,104:92
204,148,38胜15负,37胜18负,113:103
17,204,23胜34负,40胜16负,110:120
176,204,36胜24负,42胜16负,106:112
204,10,43胜16负,24胜37负,122:101
92,204,19胜44负,45胜16负,112:121
204,3,46胜16负,35胜28负,104:96
127,204,42胜22负,47胜16负,90:103
155,204,22胜43负,48胜16负,85:119
134,204,22胜44负,49胜16负,104:122
204,141,52胜16负,44胜26负,99:90
57,204,15胜55负,53胜16负,91:113
106,204,32胜39负,54胜16负,103:108
197,204,32胜40负,56胜16负,80:96
204,24,57胜16负,52胜22负,103:77
141,204,46胜28负,58胜16负,90:111
204,120,59胜16负,54胜19负,94:106
204,176,60胜18负,48胜31负,109:100
162,204,47胜31负,61胜18负,104:112
204,183,62胜18负,53胜27负,98:104
176,204,0胜0负,0胜0负,85:90
176,204,0胜1负,1胜0负,113:92
204,176,1胜1负,1胜1负,108:109
176,204,2胜2负,2胜2负,103:109
204,176,3胜2负,2胜3负,111:113
127,204,0胜0负,0胜0负,92:116
204,127,2胜0负,0胜2负,118:103
204,127,3胜0负,0胜3负,92:103
120,204,0胜0负,0胜0负,105:122
204,120,2胜0负,0胜2负,97:106
204,120,2胜1负,1胜2负,92:105
204,120,3胜2负,2胜3负,112:107
85,204,0胜0负,0胜0负,95:110
204,85,1胜1负,1胜1负,111:92
204,85,2胜1负,1胜2负,107:86
177,205,0胜0负,0胜0负,100:101
205,163,1胜0负,1胜0负,89:94
72,205,1胜1负,1胜1负,92:94
205,184,2胜1负,5胜0负,81:98
198,205,2胜2负,2胜2负,100:99
205,149,2胜3负,4胜2负,89:85
205,142,3胜3负,5胜1负,113:100
205,156,4胜3负,1胜7负,93:80
205,170,5胜3负,5胜4负,91:94
58,205,0胜9负,5胜4负,75:100
205,11,6胜4负,5胜4负,92:90
205,114,7胜4负,3胜7负,121:92
37,205,5胜7负,8胜4负,87:99
170,205,9胜6负,10胜4负,104:112
205,44,11胜4负,4胜9负,111:89
205,37,13胜4负,7胜9负,93:95
114,205,4胜14负,14胜5负,101:123
205,135,15胜5负,5胜16负,96:100
51,205,4胜19负,15胜6负,95:109
156,205,6胜16负,16胜6负,112:110
205,107,16胜7负,10胜13负,99:91
128,205,20胜6负,17胜9负,129:119
205,177,17胜10负,19胜8负,93:99
149,205,19胜8负,17胜11负,118:125
121,205,13胜16负,18胜11负,114:106
205,198,18胜12负,14胜14负,90:97
184,205,21胜7负,18胜13负,106:110
198,205,16胜15负,19胜14负,93:95
100,205,22胜10负,20胜14负,92:101
18,205,10胜23负,21胜14负,105:104
163,205,22胜16负,21胜15负,95:100
205,114,22胜15负,5胜30负,108:93
128,205,30胜9负,24胜16负,96:110
135,205,14胜26负,25胜16负,69:89
205,107,26胜16负,18胜23负,109:99
205,4,27胜16负,27胜16负,81:104
149,205,32胜15负,30胜17负,105:85
93,205,15胜36负,30胜18负,103:110
205,18,33胜19负,21胜32负,104:87
205,149,34胜19负,35胜19负,115:119
205,142,34胜20负,42胜9负,99:110
205,135,34胜21负,20胜34负,81:90
205,128,34胜22负,36胜19负,95:111
205,163,35胜23负,31胜28负,101:74
170,205,21胜37负,36胜23负,85:112
107,205,22胜39负,37胜23负,111:120
4,205,39胜24负,38胜23负,105:116
65,205,38胜25负,39胜23负,107:117
11,205,41胜25负,40胜23负,128:125
114,205,14胜50负,40胜24负,97:123
205,32,41胜25负,34胜33负,114:103
44,205,30胜37负,42胜25负,89:101
205,72,43胜25负,53胜16负,114:95
205,177,44胜25负,44胜27负,94:101
121,205,41胜30负,44胜26负,91:130
177,205,45胜27负,45胜26负,76:94
191,205,50胜23负,46胜26负,89:103
205,86,47胜26负,34胜39负,95:81
205,93,48胜26负,22胜52负,103:91
107,205,28胜47负,49胜26负,93:123
142,205,63胜13负,50胜26负,92:107
205,121,51胜26负,42胜35负,113:88
184,205,53胜24负,52胜26负,98:110
205,184,53胜26负,53胜25负,104:103
205,149,0胜1负,1胜0负,111:107
149,205,1胜1负,1胜1负,73:100
149,205,1胜2负,2胜1负,114:105
205,149,3胜3负,3胜3负,109:111
206,122,0胜0负,0胜0负,106:112
38,206,0胜1负,0胜1负,75:102
206,45,1胜1负,1胜1负,95:87
206,52,2胜1负,2胜1负,94:84
206,101,3胜1负,2胜1负,99:102
206,171,4胜2负,1胜6负,106:88
206,129,5胜2负,4胜4负,113:101
206,199,9胜2负,1胜11负,90:104
192,206,7胜6负,9胜3负,82:92
164,206,7胜6负,10胜3负,84:98
178,206,9胜6负,11胜3负,83:88
73,206,11胜7负,13胜3负,88:108
206,5,14胜3负,9胜5负,89:92
33,206,7胜11负,14胜4负,70:95
45,206,11胜8负,16胜4负,105:108
206,66,18胜4负,13胜9负,94:97
101,206,10胜13负,21胜5负,95:114
150,206,16胜10负,22胜5负,107:115
26,206,16胜10负,23胜5负,92:106
206,115,24胜5负,11胜17负,108:83
206,185,25胜5负,15胜15负,84:88
115,206,11胜19负,26胜6负,95:101
185,206,16胜18负,28胜6负,103:121
52,206,18胜19负,31胜6负,99:100
206,38,32胜6负,10胜27负,106:79
206,19,33胜6负,21胜16负,109:99
206,164,36胜6负,13胜30负,117:89
206,143,38胜6负,40胜4负,90:120
185,206,25胜22负,38胜7负,99:130
206,12,39胜7负,33胜12负,103:117
206,178,41胜8负,28胜24负,116:90
206,87,43胜8负,29胜23负,119:101
206,94,44胜8负,23胜28负,98:96
206,157,45胜9负,11胜44负,119:113
206,164,46胜9负,14胜41负,118:111
206,171,47胜9负,24胜31负,108:92
206,136,48胜9负,28胜28负,96:78
206,185,49胜9负,29胜29负,104:94
5,206,32胜30负,54胜10负,101:109
150,206,42胜23负,56胜10负,87:108
129,206,35胜33负,57胜10负,110:118
87,206,41胜29负,59胜11负,88:112
192,206,41胜31负,60胜11负,104:110
206,122,61胜11负,50胜22负,92:111
199,206,27胜46负,62胜12负,92:100
206,136,64胜12负,39胜38负,88:86
206,108,65胜13负,32胜47负,98:102
122,206,55胜26负,65胜15负,98:102
192,206,0胜1负,1胜0负,68:94
206,192,2胜0负,0胜2负,96:87
206,192,3胜0负,0胜3负,116:95
122,206,0胜0负,0胜0负,92:124
206,122,1胜1负,1胜1负,100:96
206,122,2胜1负,1胜2负,97:111
122,206,2胜2负,2胜2负,95:91
206,122,2胜3负,3胜2负,99:113
200,207,0胜2负,2胜0负,79:98
207,88,3胜0负,1胜1负,106:99
207,137,4胜1负,3胜2负,100:86
151,207,4胜1负,5胜1负,116:92
20,207,4胜4负,5胜3负,86:96
207,186,6胜3负,5胜3负,106:100
88,207,2胜6负,7胜3负,90:94
207,46,12胜3负,9胜6负,109:103
207,179,14胜4负,3胜13负,94:87
102,207,6胜11负,15胜4负,105:107
207,34,16胜4负,10胜8负,97:96
39,207,6胜15负,18胜5负,101:130
46,207,13胜11负,19胜5负,101:108
207,165,20胜5负,8胜17负,107:92
200,207,9胜19负,21胜5负,100:113
207,151,23胜5负,21胜8负,101:106
6,207,14胜15负,24胜6负,100:119
165,207,9胜22负,25胜6负,98:119
207,74,27胜6负,17胜16负,112:114
34,207,18胜18负,30胜7负,109:107
158,207,15胜27负,30胜8负,94:134
116,207,14胜27负,31胜9负,114:122
109,207,17胜23负,32胜9负,104:118
207,13,33胜9负,30胜11负,118:115
207,39,34胜9负,9胜34负,112:86
179,207,16胜30负,36胜10负,105:101
123,207,28胜20负,36胜11负,94:108
109,207,22胜27负,38胜11负,97:121
207,60,39胜12负,18胜33负,111:103
207,53,41胜12负,22胜33负,90:94
207,95,42胜13负,21胜36负,107:79
207,158,44胜13负,19胜40负,119:98
207,200,46胜13负,24胜37负,101:98
116,207,25胜36负,47胜13负,90:97
207,123,50胜13负,35胜29负,92:102
144,207,52胜13负,50胜14负,85:107
207,193,52胜15负,39胜30负,96:104
172,207,27胜42负,52胜16负,102:118
193,207,40胜31负,54胜16负,90:97
53,207,27胜45负,55胜16负,98:106
13,207,47胜25负,56胜16负,74:103
144,207,60胜14负,57胜16负,110:98
137,207,47胜29负,58胜17负,103:109
193,207,42胜35负,59胜17负,89:95
158,207,22胜55负,60胜17负,102:95
207,179,60胜18负,32胜46负,102:89
207,130,61胜19负,40胜40负,98:99
193,207,0胜0负,0胜0负,82:111
193,207,0胜1负,1胜0负,82:96
207,193,2胜0负,0胜2负,94:105
207,193,2胜1负,1胜2负,108:110
193,207,2胜2负,2胜2负,103:116
207,193,3胜2负,2胜3负,103:96
186,207,0胜0负,0胜0负,126:99
207,186,1胜1负,1胜1负,103:92
207,186,2胜1负,1胜2负,104:125
186,207,2胜2负,2胜2负,107:110
207,144,0胜0负,0胜0负,111:113
207,144,0胜1负,1胜0负,100:136
21,201,0胜0负,0胜0负,109:122
54,21,0胜2负,1胜1负,86:99
28,21,1胜4负,2胜2负,94:90
103,21,4胜3负,2胜3负,113:144
180,21,1胜6负,3胜3负,102:99
68,21,7胜4负,4胜4负,102:92
145,21,1胜11负,4胜5负,80:107
89,21,8胜3负,5胜5负,90:86
21,82,5胜6负,8胜5负,93:77
21,166,8胜7负,4胜11负,107:98
21,131,9胜7负,14胜5负,88:110
61,21,8胜12负,9胜9负,100:124
21,28,10胜9负,7胜13负,95:97
21,0,11胜11负,14胜8负,73:92
194,21,16胜11负,12胜14负,93:94
40,21,23胜5负,13胜15负,95:83
21,47,14胜17负,18胜14负,92:98
21,138,16胜22负,17胜23负,108:110
21,103,16胜24负,24胜18负,107:121
21,0,17胜26负,32胜14负,89:110
21,7,18胜27负,8胜40负,117:112
124,21,26胜23负,19胜27负,87:100
21,82,21胜27负,37胜14负,112:117
110,21,13胜39负,22胜28负,105:116
21,28,23胜28负,20胜32负,103:97
82,21,39胜15负,24胜28负,110:103
21,14,24胜29负,20胜36负,109:115
14,21,21胜37负,25胜30负,101:102
21,117,27胜32负,36胜22负,89:113
21,173,27胜33负,44胜16负,108:116
21,180,27胜34负,31胜32负,95:112
54,21,32胜30负,27胜35负,110:100
21,61,27胜37负,17胜47负,98:108
21,47,27胜38负,34胜30负,106:93
21,40,29胜38负,47胜18负,80:92
21,187,30胜39负,37胜32负,78:99
166,21,18胜52负,32胜40负,110:93
14,21,26胜47负,33胜42负,101:111
96,21,21胜56负,35胜43负,112:136
21,0,0胜0负,0胜0负,99:104
21,0,0胜1负,1胜0负,90:96
0,21,2胜0负,0胜2负,88:84
0,21,3胜0负,0胜3负,84:89
21,0,1胜3负,3胜1负,89:116
15,22,0胜0负,0胜0负,79:91
22,62,1胜0负,1胜0负,90:85
8,22,1胜1负,2胜0负,91:98
22,15,3胜0负,0胜3负,88:96
22,83,4胜1负,5胜1负,83:118
22,41,4胜2负,4胜3负,87:74
22,55,6胜2负,5胜2负,86:96
41,22,4胜6负,8胜3负,83:97
22,153,10胜4负,10胜7负,98:96
22,1,11胜5负,16胜3负,95:90
22,111,14胜6负,10胜11负,109:99
132,22,13胜10负,16胜7负,99:104
22,69,17胜7负,16胜9负,87:97
22,188,17胜8负,13胜13负,92:98
104,22,15胜12负,17胜9负,113:109
22,8,17胜11负,10胜16负,87:98
195,22,7胜24负,19胜12负,108:117
139,22,13胜17负,21胜12负,78:102
22,195,22胜12负,9胜27负,102:84
69,22,22胜15负,23胜13负,101:96
22,48,25胜16负,19胜24负,100:115
22,29,27胜19负,22胜25负,125:104
97,22,11胜38负,29胜20负,89:93
22,181,30胜21负,28胜24负,104:102
48,22,27胜26负,31胜21负,104:112
22,97,32胜21负,12胜41负,109:96
41,22,30胜24负,34胜21负,86:72
62,22,20胜37负,34胜22负,98:103
22,8,35胜22负,19胜36负,104:98
29,22,29胜32负,40胜22负,109:118
15,22,24胜40负,41胜23负,97:103
1,22,48胜16负,42胜23负,92:87
22,90,1胜1负,1胜1负,97:74
22,90,2胜1负,1胜2负,101:99
90,22,1胜3负,3胜1负,87:105
22,83,0胜0负,0胜0负,86:95
22,83,0胜1负,1胜0负,78:75
83,22,1胜1负,1胜1负,75:94
83,22,1胜2负,2胜1负,101:93
23,63,0胜0负,0胜0负,90:88
168,23,0胜2负,1胜1负,98:106
23,203,2胜1负,3胜0负,79:101
23,112,2胜3负,3胜1负,94:96
175,23,5胜4负,3胜6负,83:103
23,154,6胜8负,7胜7负,79:77
23,168,7胜8负,4胜10负,97:92
23,140,8胜8负,9胜6负,92:103
23,2,8胜9负,8胜7负,80:76
126,23,8胜10负,9胜9负,92:99
56,23,12胜10负,11胜11负,85:95
23,30,13胜11负,12胜10负,93:98
23,9,14胜12负,5胜22负,99:89
23,196,15胜12负,5胜21负,81:75
161,23,11胜18负,16胜12负,91:97
23,70,17胜12负,18胜9负,100:109
189,23,19胜8负,17胜13负,83:88
98,23,4胜25负,18胜13负,81:89
30,23,16胜15负,19胜14负,80:95
49,23,23胜11负,21胜14负,76:81
23,35,23胜14负,21胜15负,86:97
23,91,24胜15负,13胜24负,86:97
182,23,21胜19负,24胜16负,95:105
23,133,26胜17负,23胜20负,110:114
23,105,26胜18负,27胜18负,101:102
84,23,29胜13负,27胜19负,89:102
2,23,29胜18负,28胜19负,101:111
70,23,26胜20负,29胜19负,103:114
63,23,17胜32负,31胜19负,100:98
35,23,29胜22负,31胜20负,89:84
16,23,22胜34负,33胜21负,82:114
147,23,41胜18负,36胜21负,99:91
2,23,34胜25负,37胜22负,92:97
154,23,34胜32负,40胜24负,99:93
23,56,40胜25负,24胜40负,91:98
23,9,40胜26负,22胜44负,111:90
91,23,18胜49负,41胜26负,73:95
119,23,55胜20负,48胜27负,97:75
35,23,46胜32负,49胜29负,117:109
23,49,49胜30负,52胜27负,80:90
70,23,0胜0负,0胜0负,90:107
70,23,0胜1负,1胜0负,98:113
23,70,2胜0负,0胜2负,69:90
23,70,2胜1负,1胜2负,91:102
23,49,0胜0负,0胜0负,102:95
23,49,1胜0负,0胜1负,79:105
49,23,1胜1负,1胜1负,71:82
49,23,1胜2负,2胜1负,82:93
49,23,2胜3负,3胜2负,99:106
23,84,0胜0负,0胜0负,102:103
23,84,0胜1负,1胜0负,97:93
84,23,1胜1负,1胜1负,114:96
84,23,3胜2负,2胜3负,77:91
23,84,3胜3负,3胜3负,76:99
24,197,1胜0负,0胜0负,95:90
10,24,1胜1负,2胜0负,74:89
24,17,3胜0负,2胜1负,99:91
3,24,1胜2负,4胜0负,80:97
24,36,6胜0负,2胜3负,96:91
31,24,2胜5负,8胜0负,77:104
24,3,9胜0负,4胜3负,94:110
24,50,9胜1负,3胜7负,103:96
24,43,10胜1负,4胜9负,97:82
99,24,7胜8负,14胜1负,73:93
24,127,16胜1负,14胜3负,102:106
24,134,16胜2负,4胜15负,95:86
17,24,11胜14负,20胜3负,101:96
36,24,10胜19负,23胜5负,91:105
10,24,10胜20负,24胜5负,76:91
24,64,25胜5负,14胜15负,82:95
64,24,16胜16负,27胜6负,79:86
99,24,16胜17负,28胜7负,66:93
50,24,15胜23负,30胜7负,89:117
24,141,32胜7负,26胜16负,102:94
24,162,33胜7负,23胜17负,100:124
24,106,34胜8负,20胜21负,96:109
24,155,34胜9负,16胜29负,104:92
162,24,27胜18负,35胜9负,102:94
36,24,20胜24负,35胜10负,96:97
24,71,37胜10负,25胜21负,89:85
127,24,35胜14负,38胜10负,113:118
24,92,39胜10负,15胜37负,92:93
106,24,24胜25负,39胜11负,80:119
176,24,31胜22负,40胜11负,81:73
24,113,41胜12负,25胜28负,91:104
24,31,41胜13负,10胜44负,110:100
155,24,19胜37负,42胜13负,98:118
141,24,36胜24负,46胜13负,98:96
24,183,46胜15负,42胜19负,86:112
24,176,46胜16负,37胜26负,94:105
24,57,47胜17负,15胜49负,101:94
24,17,48胜17负,25胜40负,112:104
3,24,38胜30负,50胜18负,79:91
24,190,51胜18负,40胜28负,71:82
24,3,51胜19负,39胜31负,77:89
24,10,52胜21负,29胜45负,76:90
204,24,57胜16负,52胜22负,103:77
17,24,27胜47负,52胜23负,94:101
24,64,53胜23负,43胜32负,94:102
24,31,53胜25负,14胜63负,104:102
24,85,54胜25负,53胜25负,86:98
120,24,58胜21负,54胜26负,97:102
24,92,55胜26负,23胜58负,101:86
71,24,0胜0负,0胜0负,101:93
71,24,1胜0负,0胜1负,85:101
24,71,1胜1负,1胜1负,85:98
24,71,1胜2负,2胜1负,91:88
71,24,2胜2负,2胜2负,107:97
99,24,0胜0负,0胜0负,102:96
24,99,2胜1负,1胜2负,95:92
99,24,1胜3负,3胜1负,102:79
24,99,3胜2负,2胜3负,93:80
85,24,0胜0负,0胜0负,96:107
85,24,0胜1负,1胜0负,87:83
24,85,1胜2负,2胜1负,90:102
85,24,3胜1负,1胜3负,90:93
24,85,2胜3负,3胜2负,92:117
25,44,1胜4负,1胜3负,98:101
100,25,4胜2负,1胜5负,97:90
107,25,1胜6负,3胜6负,108:87
163,25,8胜5负,5胜7负,106:83
25,177,5胜8负,10胜4负,111:100
25,205,6胜8负,9胜4负,100:106
93,25,6胜11负,6胜9负,83:98
25,11,7胜9负,7胜7负,97:109
25,163,7胜10负,10胜8负,99:116
25,170,7胜12负,9胜9负,101:102
149,25,15胜5负,7胜14负,103:96
25,65,7胜15负,16胜6负,94:106
156,25,8胜16负,7胜17负,91:110
25,18,10胜19负,5胜23负,109:119
4,25,21胜9负,11胜20负,92:90
25,142,14胜22负,27胜5负,102:117
44,25,12胜21负,14胜23负,103:107
25,58,15胜23负,6胜29负,92:93
25,86,15胜29负,18胜24负,87:89
25,93,15胜30负,15胜31负,106:99
25,198,20胜33负,27胜25负,106:93
25,121,23胜33负,31胜25负,92:105
58,25,13胜45负,24胜34负,74:94
51,25,12胜47负,25胜34负,82:105
4,25,39胜23负,26胜34负,84:98
25,51,27胜34负,12胜48负,92:86
93,25,21胜43负,28胜34负,86:118
44,25,28胜36负,30胜34负,93:89
65,25,39胜27负,30胜35负,117:98
37,25,28胜39负,30胜38负,123:111
25,100,30胜40负,40胜31负,103:101
25,32,31胜40负,35胜36负,107:111
25,37,32胜41负,32胜40负,106:111
86,25,34胜42负,33胜43负,89:112
100,25,46胜34负,37胜43负,95:99
25,191,38胜43负,54胜27负,83:95
136,26,1胜1负,0胜2负,97:76
26,19,0胜3负,3胜0负,94:82
87,26,3胜2负,2胜3负,87:90
94,26,3胜4负,3胜4负,84:97
26,45,4胜4负,3胜3负,102:91
26,59,6胜5负,0胜11负,112:85
33,26,5胜7负,7胜5负,86:123
26,101,8胜5负,6胜4负,123:106
5,26,9胜4负,9胜5负,92:104
26,157,10胜5负,2胜13负,107:103
26,129,12胜5负,7胜12负,111:123
26,136,12胜6负,8胜9负,119:122
143,26,22胜0负,12胜7负,131:123
87,26,12胜8负,12胜8负,83:96
66,26,16胜9负,13胜9负,90:106
178,26,14胜11负,14胜9负,81:107
38,26,7胜18负,15胜9负,97:104
26,192,16胜9负,14胜14负,84:96
26,206,16胜10负,23胜5负,92:106
171,26,11胜17负,16胜11负,108:106
26,115,16胜12负,11胜18负,102:88
73,26,20胜12负,17胜12负,87:93
26,5,18胜12负,17胜12负,100:102
33,26,12胜21负,18胜13负,120:116
19,26,18胜15负,18胜14负,82:94
26,87,19胜14负,20胜13负,100:103
26,199,20胜15负,11胜23负,91:86
26,185,21胜15负,18胜19负,103:107
101,26,18胜19负,22胜17负,118:104
26,108,22胜18负,15胜25负,126:129
26,164,22胜19负,13胜29负,97:94
26,143,23胜19负,39胜4负,110:122
12,26,34胜12负,25胜22负,111:106
26,38,25胜23负,12胜37负,114:100
26,73,26胜23负,29胜22负,96:102
19,26,27胜24负,26胜24负,104:112
157,26,11胜42负,27胜24负,87:89
26,122,28胜25负,40胜14负,101:98
26,87,30胜25负,31胜24负,93:101
52,26,24胜34负,30胜26负,105:108
129,26,31胜28负,31胜27负,111:102
26,12,31胜28负,41胜17负,96:100
26,33,31胜29负,25胜35负,104:99
26,101,32胜30负,30胜31负,100:99
26,73,35胜30负,37胜29负,75:104
66,26,45胜21负,36胜31负,101:94
122,26,47胜22负,36胜32负,115:111
59,26,9胜61负,36胜33负,75:91
